Type,Start,End,Transcript
IRR,588.875397,600.05128,"Veteran: Like, like, that's what I definitely want with a company is like, I, I don't want to be, you know, getting coffee, or a latte for someone, you know, I want to be out there learning and uh, and doing stuff"
IRR,600.510563,611.039255,"Interviewer: I have an intern who is right now working as the uh, assistant superintendant. He's an intern. Ha ha ha. He's a thrid year intern, but we trust him, but, ha ha ha."
IRR,611.064881,611.641454,"Veteran: Okay."
IRR,611.722601,613.157627,"Interviewer: Haha"
IRR,613.332209,628.037481,"Interviewer: But, this is that type of company where your first day you'll be handed your employee manual, your laptop, do these boots fit? Here's your safety gear, you have a plane ticket for tomorrow, go to work. Ha ha ha ha."
IRR,628.067534,631.550429,"Veteran: Yeah, that definitely sounds like something I would be very interested in."
Q4,632.239354,661.518636,"Interviewer: Excellent, excellent, so the last part of this interview process that I mentioned was your elevator pitch, so you get to the end of the interview, you've given great answers to their questions, you've descreibed your skills based on their job description, and you have felt through your questions that this is the rightr company for you. So, what is that last pitch that Alex is going to leave the interviewers with so that they, they know that he's the person for them?"
A4,662.475475,680.081318,"Veteran: Um, you know, thank you for your time, thank you for the opportunity to have this interview with you. Um, hopefully, from my resume and from what we talked through today, you can see that I am a, uh, applicable person, I'm a great fit for your company and I""m ready and excited to start working for you guys."
IRR,680.617148,726.660254,"Interviewer: That is a great wrap up, I also want you to bring in that you have military experience and education. And militay experience combined with education make you a better cadidate becuase you, you know, one, you've proven that you have the muscle to get the job done, now you have the brains, so good on you for that. Well, I know that you're going to do well, I can aleady tell well, I have already interviewed over one-hundred fifty people from my management training candidates and I have very well placed candidated throughout the railroad, and um, the military cadidates that I work with, so I apprecite your time today. Um, Alex, I'm on LinkedIn if you need help in your studies, or you actually do become interested in Haskell, just let me know. "
IRR,727.081264,729.415951,"Veteran: Okay, I will definietly let you know."
IRR,729.951781,731.945674,"Interviewer: Sounds great, have yourself a great day"
