Type,Start,End,Transcript
A4,352.95525,357.95325,"Veteran: -so I-I like doing activities, like outdoor activities, I like um, doing um-"
A4,358.221,362.267,"Veteran: -exercises, yoga, and any kind of exercise really, I'm not really-"
A4,362.47525,367.35425,"Veteran: -biased, um, except for for golf- I-I'm too big on golf. I think it's kind of a [inaudible] thing."
A4,367.6815,374.49425,"Veteran: Uh, let's see, uh, I enjoy board games. My wife and I, we like uh, board-board games, and we have like, closet full-"
A4,374.762,378.7485,"Veteran: -and-and a lot of the times that we just spend time with our dogs, we love our dogs- we have three-"
A4,378.95675,384.60925,"Veteran: -we have a boxer, a-a miniature poodle, and a shitzu, so it's a fun little family at home."
A4,384.90675,387.52475,"Veteran: -uh, uh, it-it's pretty fun, I love it."
IRR,387.82225,392.40375,"Interviewer: Alright, cool. Uh, and then the last question I always ask is, is there anything you'd like to know about this company?"
IRR,393.53425,401.9535,"Veteran: Uh yes, so, in regards to- to this company, I'd like to know more about uh, lateral movement, upward mobility, um-"
IRR,402.39975,411.2355,"Veteran: -is there, is there, a-a-a ladder, or career path that helps you grow within the company, um, those are some of the questions I'd ask right now. Yeah."
IRR,411.533,412.63375,"Interviewer: Ok, cool, yeah."
IRR,413.82375,420.01175,"Interviewer: Lateral and vertical movement is definitely- a lot of people are very interested in. Alright, cool, um-"
IRR,420.72575,427.3005,"Interviewer: Well, unfortunately it's a little bit shorter than most, cause that job listing just has nothing in it. Um-"
IRR,428.074,432.7745,"Interviewer: And yeah, you've got yours mostly focus-for your resume, mostly focused on your work history."
IRR,433.22075,442.32425,"Interviewer: Uh, which [inaudible] somewhat applicable to what I think this job is.Uh, and- and of course obviously you're going for your education, you're getting your masters- "
IRR,442.32425,448.21475,"Interviewer: -in health administration, which probably very applicable to this, so that would be good to have that right, right on the top."
IRR,448.542,449.10725,"Veteran: Mm-hmm."
IRR,449.28575,457.4075,"Interviewer: Um, alright, that's about all I can say right now. Uh, so thank you for your time, hopefully this is- helped you out a bit-"
IRR,457.85375,458.27025,"Veteran: Yeah."
IRR,458.68675,459.57925,"Interviewer: And good luck out there."
IRR,459.966,465.76725,"Veteran: Awesome, well, appreciate your help. Thank you so much, and if there's anything just feel free to call or text me, email me, I'm a phonecall away."
