Type,Start,End,Transcript
A1,330.71,349.959,"Veteran: And then, lastly, um! A little bit of forgeries that is, I think, hurricanes follow me, but because they follow me. I had the experience of ah leading the the evacuation of of Ah! Over seven thousand personnel recruits. Ah! Staff and and personnel from the base."
A1,349.97,366.09,"Veteran: Um! We've been within about seventy-two hours. A background to Albany Georgia to to you know, avoid the impacts of the hurricane, and then also leading the effort to put the base back in in in in shape, so that we could bring recruits and staff back to continue training."
A1,366.19,384.17,"Veteran: Um! But Ah had Ah had a very, very interesting career. It's Ah, it's, you know, but fortunate, very fortunate to work with some really very people, real great leaders and mentors, and, you know, really really inspired me to be a a, a, a a teacher, a coach and mentor, and"
A1,384.18,395.069,"Veteran: now that i'm retired um, I I find myself in a position you know that I don't. I don't need to work, but I want to work. And And you know, i'm looking for a place that that"
A1,395.08,409.3,"Veteran: yeah share the same values as as that i've gained over my twenty-seven years in the Marine Corps, and you know something that's fulfilling, and and I feel like i'm able to contribute to be part of a team, and and you know, make good things happen."
Q2,412.66,413.87,"Interviewer: That's awesome."
Q2,415.86,427.659,"Interviewer: Quite the ah, quite the accomplishments. What was your role? Specifically with the with the integration of the training for the male and female recruits"
A2,429.11,450.979,"Veteran: my my roaze as the it referred much to this as G. Three. It's ah operations and training. So all the trainee aspects for them. So so it it. It was really establishing. You know how how we would, we would train as a service, and in coordinating, coordinating those efforts with the your sister. Remember one in San Diego."
A2,450.99,456.889,"Veteran: So it's It's coordinating all the you know the"
A2,456.9,469.649,"Veteran: policy development about how it's done, And in all of the logistics of, you know, placing females in the same barracks as as males. It included"
A2,469.66,487.91,"Veteran: the changes to curriculum and changes to how we actually execute the the period of instruction, which is the the full program from from day one through your graduation day, of what recruits do on a day to day, basis, hour by hour."
A2,487.919,494.989,"Veteran: So it's. It's really a fairly complex undertaking, and you know, kind of all aspects of"
A2,495,521.619,"Veteran: of what is supposed to happen, so that we can do this correctly, and and still stick to our our. Our core values of what we believe, you know, makes makes a marine a marine. Ah, ah! In in keeping that at that foundational training unit, you know, so that marines can train in their platoon. Ah, we Ah, obviously we believe teamwork is. Ah is a very large part of of of marine, the coming room"
A2,521.63,529.15,"Veteran: so making sure that we could retain that, even though they, you know we are now, would be training in mixed gender."
A2,529.68,531.469,"Veteran: Does that? Does that make sense?"
Q3,532.16,533.58,"Interviewer: Absolutely"
Q3,534.51,538.759,"Interviewer: It kind of Segways nicely,"
Q3,539.04,546.569,"Interviewer: And I don't know if this will be what you cite. But i'm curious what accomplishment you're most proud of, either personal or professional."
A3,547.76,549.59,"Veteran: Yeah, I would say,"
A3,551.41,572.16,"Veteran: you know, I think the the thing i'm. I'm most proud of it's not. It's not any one particular event or a thing idea. I I think my. The what I take the most pride in is that I still have marines from. You know, when I was young lieutenant back in the late nineties that that still stay in contact with me."
A3,572.17,600.719,"Veteran: Yeah, I think it's that the the satisfaction that I that that you know, by the way, they stay in contact with me, where they communicate with me, and you know they they? They thank me. You are often, you know that just that that satisfaction that I feel that I made a difference in in in their lives. Yeah, that uh helping them grow into young men, and you know rolling into, uh ah, you know functioning civilians, you know some of them just did a one one tour, some state and"
A3,600.73,607.35,"Veteran: longer, and some are still in, you know there's been. They're continuing on their path and to serve, you know, a full career in the Marine Corps."
A3,607.36,625.749,"Veteran: So I think that's probably the most satisfying thing that I've uh that that I take out of my twenty-seven year old service. It's a much more of a personal nature than than an accomplishment. Um! If if if you had, if you had to put me down to an accomplishment, I could say it's something I did."
A3,626.56,628.739,"Veteran: I would I would. Uh,"
A3,628.75,650.829,"Veteran: I would say it's it's to work that that that I was able to lead. Ah! In in Korea as the ah deputy chief of plants. Um, you know I ah developing a strategic policy and plans, and and working on a day to day basis with with our Korean counterparts and our allies on on the Peninsula"
A3,650.84,667.729,"Veteran: um to to to develop ah operational plans and strategic documents and agreements. You know that that really really define and and the the relationship we have. And then also, you know the the how we would defend the"
A3,667.74,684.18,"Veteran: Peninsula, you know, should uh, you know the North Korea attack or other things, and and how you just do with crisis in general on the Peninsula. So you know that was a long, very long days, you know, in when it's dark."
A3,684.19,697.57,"Veteran: Um! It could be frustrating at times, but you know, I think we made a lot of good progress. We actually signed an an old plan, an operational plan between the Us. And the Korean Government."
A3,697.58,719.09,"Veteran: Um, um! And then ah, yeah, I was able to advance. Ah, one of the strategic documents that it had been stalled for a while. So in the the two years as the chief, I was able to get that to progress that through. So just before I left we were. We were just shy of the version. They eventually signed that, but I think it was within that the year"
A3,719.1,724.18,"Veteran: they ended up signing as a as an official strategic agreement between the two countries."
Q4,725.99,727.07,"Interviewer: That's awesome."
Q4,727.9,730.82,"Interviewer: One of the things I always. Um."
Q4,731.17,744.62,"Interviewer: I always find fascinating with interviewing veterans in general is um well twofold one for many of you. Your y seems to write it, though,"
Q4,744.69,763.25,"Interviewer: when you. You know why you wake up every morning while you go in as a lifelong civilian. I can tell you the one thing that always jumps out"
Q4,763.26,765.29,"Interviewer: my most stressful days"
Q4,765.49,767.889,"Interviewer: uh don't even crack your tasks"
BCV,770.49,794.859,"Veteran: No, it's really hard to complain about the Yeah, that's true. I want them to do that, even internal to the service, you know. Um, you know we're working jobs back in in in the Us. Back on the on the staff tour or something. You know that that is one of the things really stay so well, you know. At least we're not getting shot at. So"
Q4,804.64,806.609,"Interviewer: all right. Uh,"
Q4,806.69,816.47,"Interviewer: tell me about your favorite leader. What was the environment? What is it that they did that made them so successful?"
Q4,817.02,822.299,"Interviewer: If you don't have a favorite. You can tell me about your least favorite, or if you find that more interesting,"
A4,823.2,827.659,"Veteran: all right, i'll, I'll tell you i'll tell you about my favorite. So. My favorite is"
A4,828.59,845.04,"Veteran: now a dear friend of mine is is always a friend of mine. But he was. He was my ah, my battalion commander when I was a company commander, so ah! He, our unit, was involved in the the invasion of Iraq. March up."
A4,845.05,852.179,"Veteran: Um! So this name is a Stacey clarity. So he's a retired now retired Lieutenant General."
A4,852.26,869.059,"Veteran: Um, but um, you know he he's he's kind of one of those guys is what we refer to as some rings. Marine? Um! You always always had your best interests of heart, but you knew exactly where he stood with him. Um, you know, if if you weren't doing what he expected of you. Um,"
A4,869.07,886.139,"Veteran: um very personable, you know, for firm, fair, direct leadership. But but the compassion as well in his dealings, and really really made an effort to establish a personal connection with the revolt, his his supporting officers."
A4,886.15,889.249,"Veteran: Um! And you know we've been"
A4,889.26,908.709,"Veteran: it. And throughout his career, you know. At the time he was Lieutenant Colonel, I was a captain. Ah, you! And even now, as a he was a retired ah three-star general, and i'm a retired colonel. Um, You know our interactions, our personal reactions from day to day, when we do run across each other in chat or a book talk on the phone."
A4,908.72,909.73,"Veteran: Um,"
A4,910.14,911.85,"Veteran: exactly the same,"
A4,911.86,940.519,"Veteran: you know. So you know, regardless of how successful his career was or where he ended up in in the marine corps, in which there's only a handful of three start journals in the morning board. Um he's the same now the same the straight shooter um straight, Guy, you know Percival-friendly, and we will. We'll do anything for you, You know. I think, that's what inspired all of us as a sport and officer. That that our our response to him was"
A4,940.53,943.419,"Veteran: reciprocal. You know we would do anything for him as well."
A4,944.31,949.19,"Veteran: So I you know I try to shape my shape a lot of my leadership"
A4,949.2,952.86,"Veteran: around what what he taught me as a as a young officer"
Q5,955.17,956.23,"Interviewer: Awesome"
Q5,959.75,961.05,"Interviewer: last question"
Q5,962.12,964.07,"Interviewer: Uh, this is a"
Q5,964.93,973.78,"Interviewer: But tell me about a time when you remove barriers to get others to build relationships across teams."
A5,975.72,977.65,"Veteran: Okay, Um,"
A5,980.03,986.149,"Veteran: see, I have a have a few, So i'm gonna try and pick one. That, I think was what's most most relevant."
A5,986.23,1002.589,"Veteran: Um, I would say I would go back to Paris Island as the as the G. Three operations training. We have a little bit convoluted way of how the Ring Board does It's a recruit training and it we conduct training at two sites."
A5,1002.599,1010.579,"Veteran: Uh we do fall under one once senior command, but that command"
A5,1011.609,1021.569,"Veteran: it doesn't provide as much guidance as you would expect, and I don't say that in a bad way. It is kind of the nature of"
A5,1021.61,1035.509,"Veteran: you know. The The geography and and and the demographics around Paris Island are very, very different from the demographics and and geography of San Diego, and you know our our headquarters in the Quantical,"
A5,1035.52,1055.329,"Veteran: and many times just by nature of how assignments go and may work. Ah, they don't always have the experience to understand those demographics and and and geographic differences, so it largely falls on the working relationship between two commanding generals and the two G three s"
A5,1055.36,1070.169,"Veteran: so so um before I got there, and it took over as a G. Three, I would say that that relationship relationship was strained, and the the two depots were not quite as aligned it should be"
A5,1070.18,1081.99,"Veteran: in how we do recur training and the period of instruction, the curriculum that's taught, and some policy issues as well."
A5,1082,1091.32,"Veteran: So I've worked real hard along along with my counterpart on in San Diego, and and you would miss if I, if I made it sound like I did all the work with that"
A5,1091.87,1101.579,"Veteran: between the two of us. Our efforts to to one establish our our own personal relationship with which we hadn't known each other before we took over those positions."
A5,1101.59,1126.789,"Veteran: And then our efforts. Ah! For both of us to make sure our staffs rely on, and that that we we collectively worked together to ensure that that the two depots were aligned as possible, and doing recruit training the same, so that the end product, which is the ones you're producing are consistent and the same, regardless of the came out of San Diego. But they came out of their asylum. So I think we did A."
A5,1126.8,1131.139,"Veteran: I believe we did a very good job of that. I think our bosses believe we did a very good job of that"
A5,1131.32,1142.44,"Veteran: um on my my last Eval from there. You know. My boss did comment that you know that the two depots were the most aligned that they had been in within the last decade."
A5,1143.49,1146.889,"Veteran: So I think that's that's probably the one of the"
IRR,1159.95,1161.6,"Interviewer: let's say, uh,"
IRR,1161.67,1180.719,"Interviewer: that's a great example. We're seeing more and more especially with the remote work today. So I would be hard pressed, probably to think of two further apart demographics,"
IRR,1180.73,1186.8,"Interviewer: San Diego and Paris Island. So well said,"
IRR,1189.42,1193.17,"Interviewer: what questions do you have for me"
IRR,1193.42,1196.57,"Interviewer: anything about the role? Anything about the position?"
IRR,1196.58,1199.4,"Veteran: Yeah, You know, I I"
IRR,1199.61,1215.769,"Veteran: for for the position. Yeah, I I read the the description, and I think it It sounds it's It's It's It's it's reasonable. Sounds good, and they need to understand it. Yeah, I think the question I would have if should I be hard? Is it what"
IRR,1215.78,1232.14,"Veteran: you know? What? What would be expected of me over the next? You know ninety days, or you know, or yeah, three months or six months, You know where? Where, Where could I offer the most assistance? And where do you? What do you believe? It would be the first place to to to start at?"
IRR,1233.83,1239.64,"Interviewer: So I have a few responses here. First and foremost,"
IRR,1239.65,1257.729,"Interviewer: one of the things that I hear most frequently as feedback, especially from folks new to a team. A new to an organization is um. I want to. I want to roll my sleeves up. I want to learn the operation, and I want to learn that, you know I want to spend thirty, sixty ninety days learning things"
IRR,1257.74,1269.869,"Interviewer: before I start offering commentary. And for me personally, that's one of the most frustrating things. If you go in and on day three you see something being done wrong."
IRR,1269.88,1277.899,"Interviewer: I am looking for someone that's going to voice that you know the right way. But"
IRR,1278,1294.01,"Interviewer: oftentimes that fresh set of eyes we're bringing in outside pendant for a reason. We're looking for someone that's going to look at it with a unique perspective. And of course, yeah, you want to learn things as we go but you it's"
IRR,1294.03,1311.439,"Interviewer: it's integrals of the operation to make sure that we're being as efficient and productive as possible. So I would say, being courageous in your communication, both with your direct reports as well as up the chain with with your leader, saying, Hey,"
IRR,1311.45,1318.589,"Interviewer: why do we do this? And is there a reason that we are doing it more efficiently, you know"
IRR,1318.6,1322.36,"Interviewer: again, respectfully, but definitely a way to Bro. That."
IRR,1322.64,1324.09,"Interviewer: Um."
IRR,1324.18,1340.26,"Interviewer: And you know, within ninety days, I think really what you touched on with your with your last response, Building that rapport Um, laying the foundation early on, is going to review a lot of benefits down the line."
IRR,1340.27,1354.449,"Interviewer: So what success looks like at three months versus at twelve months? Um, i'd like to see strides in the operation, but I want the focus to be on the team building, certainly, and then from there"
IRR,1354.46,1363.049,"Interviewer: we can get more granular as we go on. But I think those are really where I've seen the most successful new leaders coming into the company."
IRR,1363.27,1370.05,"Veteran: Okay, that's that's That's very often that that is a is a helpful response. And you"
IRR,1370.06,1386.67,"Veteran: you know, I think that uh that, ness very, very well with you know my experience, and and as I've come up um um through my time and and and and the in the service. So it' be being decisive, you know, speaking around. And obviously, you know, tax tax is one of our leadership traits."
IRR,1386.68,1399.74,"Veteran: Um. So you know There, there's a right way to to voice concerns and the voice ah questions, or if something doesn't look right? No. So that's that's that's helpful."
IRR,1400.68,1412.94,"Veteran: The second question I would have is so day to day. What does a typical day look like for this? For this position in the organization,"
IRR,1414.15,1424.19,"Interviewer: you know, like most jobs today, we spend a lot more of our time sitting in meetings than we probably should."
IRR,1424.2,1440.94,"Interviewer: Ah, there's there's a whole. There's a whole bunch of hurry up and and wait with us. Um! Unfortunately, you know, I really thought when we visited the more and more remote work we would escape that. And yet, with the technology"
IRR,1440.95,1448.11,"Interviewer: it seems to be more and more of our time is spent in these type of discussions."
IRR,1448.6,1460.689,"Interviewer: It's really what is being done in those meetings. So you know this things, are you? It might be four or five hours a day, but it's what contributions are you bringing?"
IRR,1460.91,1470.3,"Interviewer: And then, of course, there's the reporting side. There's a lot of looking at the daily reports we have."
IRR,1470.44,1488.049,"Interviewer: We have things that are aggregating all of our data. We're seeing those, and you know, trying to bump them up against what the goals are from the C suite, which is also"
IRR,1488.09,1503.829,"Interviewer: typically very divergent from what we're seeing in the trenches, but trying to communicate the vision from up high with the pain points that we're seeing from our folks doing the actual job. The"
IRR,1503.84,1520.2,"Interviewer: one thing that we're trying to overcome more and more in this environment, of course, is employee, turnover. Unemployment is really low, which is great for the industry. But you know, of course, retaining talent. Isn't just about the paycheck. So"
IRR,1520.21,1538.08,"Interviewer: um, I think you're going to be spending more of your day building up relationships, not just with your direct reports, but with their frontline folks as well, and trying to make sure that they feel her engagement is probably one of the"
IRR,1538.09,1544.44,"Interviewer: I don't know if you you heard that mantra a lot in the military, but it it"
IRR,1544.57,1555.82,"Interviewer: it's It's a big thing. Retention for us is A. You know they're not under contract, so it's a different level for sure. So"
IRR,1555.83,1570.8,"Interviewer: there's a lot of relationship building report, reading and cinnamon meetings. And again I'm going to encourage you going in. Ask what your role is in the meetings before you just start cooking"
IRR,1570.88,1573.989,"Interviewer: uh, or you will find you will find that becomes"
IRR,1579.9,1581.09,"Veteran: It is fair enough"
IRR,1582.09,1596.8,"Veteran: um it's. The last question I have is um just about on boarding. I mean, what? What is the onboarding process? What? What does that look like? Um, I guess what two questions are now? The The second question would be then just the uh"
IRR,1596.81,1604.09,"Veteran: um, The additional, Yeah, I guess, related to conversation. But you know just the"
IRR,1604.1,1607.94,"Veteran: covering moving expenses. You know those those kind of those kind of things."
IRR,1610.68,1629.999,"Interviewer: Yeah, that's that's a great question. I'll answer the second part. First, for the compensation for the relocation. All of that stuff. That is something that the recruiter will cover with you, you know, after after we give our feedback they'll reach out to you."
IRR,1630.01,1640.499,"Interviewer: You know that's where you can kind of express your your needs. You can have the convo about compensation, and they'll give you all the details on benefits and whatnot."
IRR,1647.8,1649.959,"Interviewer: That's fair enough for sure."
IRR,1651.49,1662.379,"Interviewer: But for the training you know, we have. So we have an onboarding program called the Orientation. We're very creative with our acronyms,"
IRR,1662.39,1682.26,"Interviewer: and that lasts the first four days of your first work week, So they go over the benefits, the hours, the expectation, but the mantras, some of the acronyms, the culture, the product, and then, after that,"
IRR,1682.27,1695.89,"Interviewer: release you to your to your department. At that point you would come over to my area, get you acclimated with with your team with your leaders, and then we haven't."
IRR,1695.9,1709.31,"Interviewer: So after the company orientation we do. Ah, two to three weeks. Um! This is for our normal new hires, and I would encourage you to depend on, as you feel needed but"
IRR,1709.5,1726.249,"Interviewer: point-line training last two weeks. There's some side by sides job shadowing some of it. You're going to need to know some of it, because you're not even You're not supervising frontline. Let alone working it."
IRR,1726.67,1743.47,"Interviewer: It's probably good to see what they flee. But then, after that we we turn you loose. It's."
IRR,1743.48,1762.659,"Interviewer: Not very. It becomes a very hands-on process From there or she'll check in with me. You'll check in with your team. You're going to be copied on more emails. I'll show you things day to day, and they come up. I don't want you drinking from a fire hose, but it's largely self based at this level."
IRR,1770.86,1786.469,"Interviewer: I want you to drive it. I want you to set the culture. I want you to work with your team, and I'm. Going to provide guidance and structure and answer questions, and primarily remove obstacles that's really what I feel I do leading. It is, make sure the train's run on time."
IRR,1787.18,1795.96,"Veteran: All right. No, it's good. That's good now. So that's that's for all the questions I have, you know. Hopefully I answered the questions"
IRR,1795.97,1811.989,"Veteran: that you asked Ah! In in a reasonable manner. But no, I I I could see myself working working there, and you know hopefully, you know we'll be able to move forward with something. And you know,"
IRR,1812,1822.109,"Veteran: I think there's a lot of alignment with with what you just described, and with the organization, and and I think, what i'm looking for, so I appreciate the time absolutely."
IRR,1823.29,1828.789,"Interviewer: Excellence either. It was a pleasure meeting you. I hope you have a wonderful day, and we'll be in touch with you."
IRR,1828.8,1831.27,"Veteran: Okay, Sounds good. Alright, Appreciate it."
IRR,1831.94,1833.39,"Interviewer: Thanks. Alright. Cheers."
IRR,1833.4,1833.951,"Veteran: Yep. Thank you."
