Type,Start,End,Transcript
A5,376.862745,422.696958,"Veteran: Oh man, um, the like watching the jets leave the flight line. Uh, like right before my last appointment, we have to do uh, a full engine check on all five of our aircraft. And I, um, I didn't know it at the time, but that was my second to last time that I would see something like that. All five jets, all ten engines running all at once. Maybe like, twenty-five hundred RPM all at once, like, the gorund was shaking underneath you, it was just, a-, never forget something like that. It's such an awesome feeling that all that power, all that raw power. It's just knowing you have something to do with it, like you're attached to it somehow, you know? You're not the pilot in the seat, but, you know, like, we make that stuff happen and."
BCI,422.696958,423.721548,"Interviewer: Yeah, they can't fly without you."
A5,424.20142,426.198723,"Veteran: No, it was amazing. It's the coolest thing."
Q6,426.650159,428.944268,"Interviewer: Yeah, those, those Hornets are amazing and, uh, at, "
BCV,429.016524,429.215226,"Veteran: Yeah."
Q6,429.269417,446.104929,"Interviewer: at church, I just realized that uh, a gentlemen, he's in his late-seventies early-eighties. He flew the F-four for seventeen years, and, and so, I had no idea and I'm going to coffee with him in a couple of weeks just to sit there and be like ""just, speak"""
BCV,446.392234,446.949922,"Veteran: Yeah."
Q6,447.017154,447.667452,"Interviewer: I just want to absorb"
BCV,447.702153,447.951958,"Veteran: Yeah."
Q6,447.974538,452.102128,"Interviewer: it. You know, that was a grossly overpowered jet and so. "
BCV,452.20257,452.734319,"Veteran: Yeah."
Q6,452.806619,454.251727,"Interviewer: That's that's awesome. Good."
Q6,454.355507,465.042375,"Interviewer: So, are you, when you finish with your bachelors, are you wanting to stay put? Are you open to relocation? Are you wanting to stay down in your neck of the woods?"
A6,465.833515,512.471527,"Veteran: Ah, preferably, I do. I want to stay at A and M and go to graduate school here. We bought a house here. And we really like it here, um, after the chaos of being the military for the past four years, like we really just really want some normalcy, and just be. You know, I learned something the other day, um, whenever you apply to graduate school, it's typical to apply to fifteen different programs, or fifteen different schools, and I'm just applying to one becuase I don't want to go anywhere else, becuase I don't want to move. You know, I just moved here. Like, me and my wife, we drove from Washington, here to Texas during the winter and it was insane. We ran through a bunch of like a-, a-, a- I don't know if they're like blizzards or not, but, I-, I-, it was nuts. I don't want to eveer have to do that again. "
BCI,512.666379,513.989268,"Interviewer: Uh hm, yeah."
A6,514.061146,524.377838,"Veteran:   You know? Even if it's just to Austin, or Dallas, or I mean, the Navy paid for that. They did everything for us. I can't imagine doing that our, ourselves. I do not want to do that. I want to stay put here."
Q7,524.740983,535.492699,"Interviewer: Good, good. And then, last two questions here is: why would we, or why should we select you for, for this job over another candidate?"
A7,536.711832,555.323065,"Veteran: Uh, I don't know. Um, I have my unique experinces that uh, nobody else does have. And I get, we, we're not going to know until I get there and I do it. So I can't say that I'm better than anybody else. You know, I don't know if that's the, the right answer, but um, it's an honest one."
Q8,555.725119,574.683439,"Interviewer: No, that's all, hey, it's all depends on, yep. No problem. And then, do you, being that, that you had served and then you go through your, get your bachelors, and get your Masters. Do you have any concerns about going into the civilian world since that would be a first for you? Right, from an, an anything."
A8,574.829193,607.59578,"Veteran: Um, oh yeah, yeah, definitely. You know, it's it's been rough um, the my first semester, last semseter, um so I got back from my second deployment, my last deployment in Japan, , I got out back in October. Um, I started transition leave in November, got to Texas in December, and started school in January. And, it was, I didn't give myself enough time to adjust. You know? And I'm, um, still dealing with it. It's it's time, um is like the best thing, best medicine for that I guess."
BCI,607.745784,607.966265,"Interviewer: Yep."
A8,608.065441,623.311333,"Veteran: Um, so I, those same issues that were coming up, um, I, I  don't foresee them, like going away. Like, I, it's going to get easier as time goes on , but, it, it's always going to be in the back of my mind, that that's always going to be a concern, always."
BCI,623.568573,623.925504,"Interviewer: Uh hm."
A8,623.925504,627.538275,"Veteran: Because like these experiences like shake you. You know, like, you"
BCI,627.666936,627.93568,"Interviewer: Yeah."
A8,628.08019,657.632655,"Veteran:  , you can't fit all that in a pamphlet. You don't know that walking into the recruiter, the recruiter's office, you know? Um, but like coming out of it, this past four years, it changes, who you are as a person. From like, almost like the molecular level, you know? And the issues that come with that, you know, the good, the bad, the ugly. Um, the, it's uh, it's a definite concern moving into the civilian world. Um, I, I just have no choice, but to treat it like I treat everything else. Just head on; deal with it"
BCI,657.782115,657.993932,"Interviewer: Yeah."
A8,658.174571,659.258402,"Veteran:  as you get it. "
IRR,659.468149,666.538135,"Interviewer: Gotcha, yeah, nope, I'm speaking from someone that came from a six years in law enforcement, and it "
IRR,666.653253,666.990459,"Veteran: Uh hm."
IRR,667.08005,682.307879,"Interviewer: was, it was scary and stuff that I still deal with, but at the same time, it that first year was tough, but then it was nice after that. Ha ha ha, a better schedule, a better schedule, and "
IRR,682.398226,682.813667,"Veteran: Yeah."
IRR,682.903986,686.010969,"Interviewer: yeah, I have no worry about the danger and stuff, so I get it."
IRR,686.107503,687.430392,"Veteran: It is nice, isn't it?"
IRR,687.650873,688.052927,"Interviewer: Yeah."
IRR,688.636555,704.991095,"Interviewer: Is there anyting, you know, that's all the questions I have, but like outside of the, the studies, or anything that you have questons about? Or is it just kinda, I mean you, you seem to, to know the, what you're doing and where you're going, but um, anything that I can help you with?"
IRR,706.469618,711.806152,"Veteran: No, uh, you know what, um, just do me a favor and keep doing what you're doing, you know,  "
IRR,711.877899,712.396679,"Interviewer: Yeah."
IRR,712.510642,721.416122,"Veteran: becuase, the, the thing is, with, with us veterans, you know people love us, you know, we're a noble cause, you know,"
IRR,721.542569,721.705144,"Interviewer: Yeah."
IRR,722.048357,723.367018,"Veteran:  we're PR points."
IRR,723.601848,723.861717,"Interviewer: Yeah."
IRR,723.999253,730.646751,"Veteran:  Especially for like politicians and stuff, but when it actually comes to doing stuff for us, you know, not so much, so thank so much you for this. Keep doing this, you know?"
IRR,730.774461,731.435905,"Interviewer: Oh, of course."
IRR,731.748646,737.547143,"Interviewer: Yeah, no, I, and I, I, I married a uh, a gold star wife "
IRR,737.944548,738.711794,"Veteran: Ah. Okay, cool."
IRR,738.739358,745.63975,"Interviewer: and four kiddos and, and they went to A and M and, and so, I see it first hand and uh,"
IRR,745.715324,746.195196,"Veteran: Yeah."
IRR,746.308112,750.029266,"Interviewer:  I-, It's not because of that, I just was raised in a military family, so. "
IRR,750.137924,750.812338,"Veteran: Yeah."
IRR,751.045789,759.268452,"Interviewer: Yeah, absolutely, anything and everything I can do, but if at any point down the road you have any quesitons, do not hesitate."
IRR,759.748323,760.370859,"Veteran: Will do."
IRR,760.370859,766.803732,"Interviewer: Okay, you can find me on LinkedIn, or whatever you want, my, my information is out there and I'd be happy to help you."
IRR,767.309542,769.19012,"Veteran: Thank you so much I appreciate that. Thank you."
IRR,769.19012,771.602447,"Interviewer: Hey, thanks for your service and have a great afternoon, okay?"
IRR,771.602447,772.328739,"Veteran: Absolutely, thank you."
IRR,772.328739,773.119878,"Veteran: Alright."
IRR,773.301451,773.677567,"Interviewer: Bye bye."
