Type,Start,End,Transcript
A4,309.88,321.91,"Veteran: Telling the army story or the military story once I get into public affairs, it became joint most of the time working with Air Force navy marines even coast guard or Foreign Public Affairs I Koreans."
A4,322.339089,326.122118,"Veteran: Umm  i've been to Korea four times umm."
A4,326.98,339.76,"Veteran: I worked in Kurdistan, I worked with Italians Hungarians British finn's Germans Dutch sweets."
A4,341.2,344.62,"Veteran: So we get to do stuff with them, we get to cover the Swedish medics."
A4,345.7,348.07,"Veteran: And the Germans what they did teaching."
A4,349.12,351.1,"Veteran: bomb disposal sort of thing."
A4,351.915499,352.869072,"Veteran: Umm"
A4,354.58,363.73,"Veteran: And I was fun working with the other countries and see how they do things like the Dutch and the Germans have dedicated public affairs and CEOs and officers."
A4,364.48,374.92,"Veteran: Hungarians it's a secondary it's like that's your extra job in Defense that's your extra job they really didn't want to do it, they were stuck with it, whereas we look, we try and do that."
A4,376.42,383.74,"Veteran: But it was pretty I liked it public affairs and more fun than anything else i've gone more place i've been to the Baltic States on a."
A4,384.79,390.52,"Veteran: while for the other guys annual training, because I was er all that one weekend a month stuff that was my job."
A4,392.32,392.83,"Veteran: So."
A4,394.15,395.8,"Veteran: The end let's see we went to."
A4,397.39,411.01,"Veteran: i've been to Korea Korea Latvia, Estonia Kosovo Germany Germany was in between the switch over from Bosnia, Kosovo, so we got to drive around for four days Bulgaria."
A4,413.17,422.47,"Veteran: Other people that I that were on my same mission going to the Baltic States, some of them went to Romania, Hungary, so we get to do all this cool stuff."
A4,423.85,427.51,"Veteran: But we also have to archive it and save it somewhere where everybody can see it."
A4,428.68,434.29,"Veteran: and get to it if somebody asked a lot of people would ask us hey do you have pictures of public affairs doing your job."
A4,435.52,446.38,"Veteran: When I first came into public affairs, it was like we don't tell stories about yourself, so that was we had to start at least taking pictures that are sergeant major can say oh look our public affairs doing great stuff."
A4,448.78,450.88,"Veteran: And I did work in our learning resource Center."
A4,451.18,458.95,"Veteran: At Fort ord when I was active duty, so that was basically sitting in a World War Two barracks type building that people come in and they wanted."
A4,460,472.78,"Veteran: To be able to train their troops, they could use a classroom they could run out blogs right now the all the basics, back then, it was correspondence courses, they could sign up for those for their mls."
A4,473.92,479.59,"Veteran: Because Internet Internet did not exist 87 to 90 there was no such thing as far as I knew."
A4,480.43,481.96,"Veteran: It was all hard copy."
A4,482.56,492.31,"Veteran: You know slide projectors literally slide projectors overhead projectors mark on it with a marker and stuff like that now you have PowerPoint and all that fun stuff."
A4,493.27,508,"Veteran: So um so yeah the the library library civilian wise I think it's a different, especially at it if it's out of university because he had students coming in and asking you, and they really don't know what they're asking for you know."
A4,509.47,523.48,"Veteran: They really they really are kind of young and I need I need a book on this so i'm most libraries have a library section on their website and the catalog and look up the books."
A4,523.69,525.31,"Veteran: By title topic."
BCI,527.35,530.56,"Interviewer: Are you pretty fluent in those systems in terms of helping."
A4,532.21,537.46,"Veteran: Learning Texas a&m has a nice library, so I can look up stuff by topic."
A4,538.66,542.29,"Veteran: And we can use a program called get it, for me, where."
A4,542.62,543.88,"Veteran: I need a book they can do."
A4,544,559.48,"Veteran: That somebody else not me in the library can go do that and we have partnerships with other libraries around the country and around the state that will get live get books for the students, hopefully they're not don't need it like right now."
A4,560.14,562.42,"Veteran: yeah let's do tomorrow."
A4,562.54,564.43,"Veteran: Like well your and I."
A4,565.09,567.49,"Veteran: Every guy wants to take over and said well you're just so well."
A4,569.59,570.55,"Veteran: Nice nice to."
Q5,571.75,576.91,"Interviewer: Oh well, what I want you kind of curious like it's clear you obviously worked on teams and."
Q5,577.18,578.74,"Interviewer: Obviously you've worked on."
Q5,580.99,584.56,"Interviewer: Like a multi faceted team, but i'm kind of curious like what."
Q5,585.73,586.33,"Interviewer: What."
Q5,587.62,599.47,"Interviewer: What have been some of your biggest successes when you've been working on teams like that, and then what what are challenges also when you're working with different types of people who have different viewpoints on things like So what are some challenges you you've seen in the past."
A5,599.71,603.19,"Veteran: Okay well um but he does the successes for."
A5,604.66,625.33,"Veteran: When I was, I was the command PA NCO at the first division at Fort Jackson their big thing was at the time memorialization of our buildings, like a research Center on a base or reserve Center somewhere named after somebody and keep in mind that person has to be dead so it's usually."
A5,627.37,630.79,"Veteran: A person who's been killed in action, one of them."
A5,632.83,644.86,"Veteran: he's one of the three people getting the medal of honor soon, a guy named Alan cash, so we dedicated the Ellen starter first class allen's je cache army reserves Center in sanford Florida."
A5,647.8,649.75,"Veteran: The challenges are coordinating with a family."
A5,650.98,657.64,"Veteran: We also have to order the plaque that will go on the building, we have to plan the ceremony, we have to get to the ceremony."
A5,659.53,666.4,"Veteran: And all these dates with important people like the mayor different Congressman because it's a That was a big deal in Florida."
A5,667.15,678.1,"Veteran: And that now they're going to change it, you have to change his plaque because he getting the medal of honor now should have gotten medal of honor long time ago, but he's getting it now so they're going to change that they have another unveiling."
A5,679.18,686.68,"Veteran: And this guy's family's huge I mean when we did the ceremony over 100 people were family."
A5,688.18,707.68,"Veteran: And then, when we do that, we would make the flyers several hundred flyers we couldn't get pictures of this guy when he was younger they were that poor they didn't have cameras the pictures we got where is da photo and a couple pictures from the event that he was in."
A5,708.79,713.62,"Veteran: The some of the soldiers that survived had pictures of him that you know buddy buddy shots."
A5,715.99,723.43,"Veteran: yeah so that was the challenge and then working with entities within the State not our state."
A5,724.63,735.01,"Veteran: Within the reserve, and there were other units and everybody wanted it, you know schedule it at their time when it was more convenient for them."
A5,736.06,742.78,"Veteran: And we kind of had a product foot down at one point saying no, this is what we got this is what we can make you can make it or you can."
A5,743.77,751.15,"Veteran: The civilians kind of went yeah Okay, we were rude to them, one of the officers had a."
A5,752.35,756.07,"Veteran: had an issue with it, we had to basically I had to pass it off to my Colonel."
A5,756.88,768.52,"Veteran: Like lieutenant Colonel said, Sir i'm going to get really disrespectful with sky in a minute, so my Colonel go out and got kind of diseases look major we're going to do it this day if you're there you're there you're not you're not and I was like I could have said."
A5,771.31,773.14,"Veteran: My career look my lieutenant Colonel got away with it."
BCI,773.56,774.61,"Interviewer: I couldn't get away with it."
A5,775.72,785.77,"Veteran: So the when everybody works together and everybody has a common goal, and most of it in the majority of us don't care gets the credit for it."
A5,786.49,797.32,"Veteran: I don't care if my name is there, I don't care if there's a photo with my name on it, or I didn't I I think I didn't I didn't write the article that one of my subordinates."
A5,798.61,804.52,"Veteran: And one of my subordinates took a lot of pictures, because we have a couple of us there and I took a few pictures just to do it."
A5,807.4,824.74,"Veteran: But when everybody works together and then, when we've done so many how many we did I think like eight or nine maybe in the years, three years I was there, we do different week it gets them into a flow, you have your checklist which doesn't change much you have your."
A5,826.03,831.64,"Veteran: Basic talking points how you're going to formulate what you're doing and it works really well."
A5,832.93,835.63,"Veteran: Other than when somebody doesn't want to play."
A5,838.51,843.67,"Veteran: it's the other other public affairs functions, we used to do yellow ribbons."
A5,845.29,856.39,"Veteran: And that's interesting when there's more than one command involved in the higher the command goes the more credit they want to get for it but make sure you say this make sure you say that, like and I get this close to think I know how to do."
A5,858.64,859.21,"Veteran: For a minute."
A5,859.51,860.68,"Veteran: I know what i'm doing."
A5,861.88,865.9,"Veteran: i've said that to officers within a unit before so are you doing this as a side note i'm doing."
A5,868.54,870.16,"Veteran: I got it so."
Q6,870.52,880.63,"Interviewer: What sounds like your customer service skills have been put to put the test and the past like what would you say is one of your strengths around kind of customer service."
A6,882.43,894.85,"Veteran: Oh well, understanding that you're there for that for them, your entire purpose, whether you work at mcdonald's which I did in two states second one was kind of a mistake."
A6,896.53,900.37,"Veteran: i've worked at other retail shops, when I lived in maui I worked for the retail."
A6,901.45,914.5,"Veteran: If you if you have the understanding that that COMP that customer Is your goal and helping that customer, even if it's sending them somewhere else Is your goal than the customers happy."
A6,915.55,924.13,"Veteran: I worked in this retail place that had overpriced everything, but if the customer couldn't find it they wanted me to try and sell them something else it's not what they want."
A6,926.35,936.52,"Veteran: store next door may have what they want i'm helping them they'll come back later for something else, but sometimes they didn't really see it that way, or no, you have to sell them something from us."
A6,937.42,948.01,"Veteran: and helping the customer, they will remember us, they will remember me to a point, but they'll remember the store that helped them find what they wanted it wasn't like sort of like progressive."
A6,948.7,961.54,"Veteran: they'll say even if it's not our company we're helping you and that's what customer services you're helping that customer, even if it's not your product because they'll remember that remember that."
A6,962.62,963.31,"Veteran: And the local."
A6,963.46,972.28,"Veteran: Libraries here will send them to another library I don't we don't have that book but it's a cummings or whatever the other seven libraries on this campus."
A6,973.06,974.02,"Veteran: i've only been to two of them."
IRR,975.01,979.15,"Interviewer: That are really dry norm is campus and, like every most schools have their own."
IRR,979.63,981.88,"Interviewer: Engineering library and the library and the wall."
IRR,982.6,983.62,"Veteran: that they have the medical."
IRR,984.19,990.31,"Veteran: For vets and the Medical School they have the business and so um I don't even know where they're at."
IRR,994.09,995.41,"Veteran: yeah did you go to school here."
IRR,996.25,998.44,"Interviewer: I did not, I went to West point."
IRR,999.34,1000.3,"Veteran: Okay well."
IRR,1001.32,1003.45,"Interviewer: i'm from i'm from Houston and so."
IRR,1003.81,1004.65,"Veteran: where's your ring that."
IRR,1004.83,1005.7,"Veteran: You get your ring."
IRR,1006.63,1007.95,"Interviewer: I know I know the."
IRR,1008.28,1009.99,"Interviewer: People in the West point where daddy's."
IRR,1010.41,1011.79,"Veteran: aggies have that ring."
IRR,1012.36,1015.18,"Veteran: And I know when they shake your hand they'll do this."
IRR,1015.66,1017.43,"Veteran: hey how you doing for you see you."
Q7,1018.51,1024.45,"Interviewer: On their mind knockers yeah actually copied West point for the ring but."
Q7,1026.13,1036.36,"Interviewer: That i'm like well, it sounds like again like you got the right, the right point of view when it comes to customer service and and again, like the students or faculty like those are your customers."
Q,1037.11,1047.73,"Interviewer: Like there are immense amount of tasks that go around a library, what would you say like are some of the library tasks that that you perform really well that just come naturally to you."
A7,1048.78,1057.81,"Veteran: um some of the tasks we have, while I had to learn the system to to you know check out check in a book old days it was."
A7,1059.31,1059.97,"Veteran: rubber stamp."
A7,1060.66,1061.47,"Veteran: And now it's not."
A7,1063.18,1073.83,"Veteran: We also that, while the library here Evans six floors so and we're a Community library, so people from anywhere community can come in and check out books."
A7,1075.27,1077.07,"Veteran: And some of the things is."
A7,1078.39,1085.92,"Veteran: Once you learn it searching for a book that's that's once you learn how to do that, you can find it or though we don't have it."
A7,1088.08,1099.3,"Veteran: Giving directions to people, and we have maps, so I need to find this let's in the business library here's a map here's how you get there here's approximately how long it takes to get there."
A7,1100.32,1107.28,"Veteran: I had a student student didn't want to walk half mile to the other library get something i'm like half mile it's nothing I walked out I walked back from the parking lot."
A7,1108.54,1110.97,"Veteran: So non military they don't understand what."
BCI,1111.87,1112.53,"Interviewer: The walking."
A7,1112.56,1113.64,"Veteran: tracking is yeah."
A7,1116.01,1123.99,"Veteran: But with, then we have the service get it, for me, and someone at the library we'll get it we'll get it for that the library will come over and oh that's fine interlibrary loans."
A7,1126.33,1128.28,"Veteran: So, adapting adapting."
A7,1129.69,1136.44,"Veteran: To the different technology and the fact that their students and they're not soldiers."
A7,1138.27,1138.72,"Veteran: yeah."
A7,1139.05,1151.92,"Veteran: there and we get a funny PowerPoint part of our our processing how you say it to soldiers, how you say it to them, and so, how we say it, the soldiers sometimes a little profane."
A7,1153.72,1154.23,"Veteran: Everything."
A7,1154.29,1156.9,"Veteran: Right I want your opinion i'll beat it out of you."
A7,1157.56,1159.75,"Veteran: or that's interesting Bob."
A7,1159.96,1161.49,"Veteran: very good point so."
BCI,1161.61,1163.02,"Interviewer: I appreciate your observation."
A7,1163.68,1165.45,"Veteran: yeah I appreciate your input."
A7,1166.86,1167.1,"Veteran: But."
A7,1169.23,1170.46,"Veteran: I like getting."
A7,1170.76,1172.32,"Veteran: Like working with a staff."
A7,1173.76,1180.87,"Veteran: And there's a couple staff that works and preservation that are veterans as well and there's a big veteran community on campus here."
BCI,1182.37,1184.17,"Interviewer: Taxes that are unstable."
A7,1184.83,1186.09,"Veteran: Well, not long after."
A7,1186.96,1193.62,"Veteran: Afghanistan and Iraq had kicked off we started getting veterans coming back so I was stationed here in about 2007."
BCI,1194.7,1195.18,"Interviewer: Oh wow."
A7,1195.51,1202.98,"Veteran: Around 2005 2006 the veteran started coming back and going to school and going into the corps cadets."
A7,1205.59,1206.97,"Veteran: The hazing didn't go well."
A7,1208.44,1220.77,"Veteran: For one of the senior cadets who've gotten some freshmen veteran freshman's multiple deployments face and ask them what kind of a soldier you think you're going to make, and he got debt like laid out."
A7,1222.6,1223.95,"Veteran: And so."
A7,1224.37,1229.05,"Veteran: Then they made delta delta true or delta company which is all the veterans go there."
A7,1229.98,1232.92,"Veteran: You will talk to them the way you talk to these guys."
A7,1233.07,1234.15,"Veteran: You are, as far as."
A7,1235.5,1237.03,"Veteran: rotc cadet."
A7,1238.17,1241.23,"Veteran: You are the lowest form of life next to a second lieutenant."
A7,1243.57,1244.89,"Veteran: Former e6."
A7,1245.07,1248.4,"Veteran: was deployed three times as a grunt."
A7,1249.42,1257.94,"Veteran: You will not do not you're not going to do that, so they separate it really quickly they recognized the difference because some of the seniors seem to think."
A7,1259.62,1272.67,"Veteran: You know they know everything and the worst thing a cadet for a second lieutenant can say to a group of soldiers is based on my experience, because we just turn that off whatever you get whatever go eat your rounds, you know get away."
A7,1273.72,1292.05,"Veteran: So one of my friend, who was a navy was in the navy and before she went as a what they call instant she asked me one device I had I said, find it senior NCO and he's six or seven and listen to what they tell you then years later she's a we call it a major they call it."
A7,1294.33,1298.68,"Veteran: yeah and she years later, she told me that was the best advice I ever got."
A7,1299.7,1304.17,"Veteran: Other people told me this other people told me that that was the best advice I can find a chief petty officer."
A7,1305.28,1305.88,"Veteran: kept your head."
IRR,1307.47,1309.6,"Interviewer: it's taking people's advice, who."
IRR,1310.77,1316.2,"Interviewer: When you look at the ranking system that you technically outrank, but you have to look to where the experiences and."
IRR,1316.59,1317.25,"Interviewer: To respect."
IRR,1317.46,1323.19,"Interviewer: It goes it really does it goes to respect and how to how to treat people and it loves."
IRR,1323.19,1325.92,"Interviewer: That some folks get a little power hungry when it comes time."
