Type,Start,End,Transcript
A4,304.2805,307.7315,"Veteran: Um, that's the main part of my job."
A4,308.0885,312.9675,"Veteran: Um, during covid, when A&M was on lockdown, uh-"
A4,312.9675,322.428,"Veteran: -at the very start of it, my job for almost 3 months- and Monday through Friday, no joke, was shopping."
A4,322.7255,331.472,"Veteran: That was my sole focus, every day, to go out and find cleaning supplies, paper towels, clorox, hand wipes, sanitzier-"
A4,331.829,339.8615,"Veteran: -all day, almost every day, around Bryan-College Station area. That was my job, pretty much."
BCI,342.063,344.0265,"Interviewer: All of the things that are hard to find. "
A4,344.5025,354.201,"Veteran: Exactly, and we got to the point where i had to tell uh, supervisors and the higher ups at the vet hospital- the small and large animal-"
A4,354.558,361.579,"Veteran: -""you're out of your mind"", because they wanted a 12-pack of Bounty paper towels, that's it, just 12-pack."
A4,362.5905,367.767,"Veteran: And going, ""you're not getting this.""You're gonna have to take either a single roll, or you're gonna have to take this other brand""."
A4,368.5405,375.2045,"Veteran: Same thing for uh, the cleaning sprays they wanted. They only wanted certain ones, like you're gonna get what you're gonna get, because you can't be picky now."
Q5,376.93,381.571,"Interviewer: Alright, cool. Um, let's see, anything else that is good."
Q5,387.997,402.2175,"Interviewer: I don't have a lot more on this one, unfortunately. Uh, so normally, I close out interviews with two general questions, uh, first one being ""tell me about yourself"". What are your hobbies, what do you like to do, who- anything you think I'd be interested in knowing."
A5,403.229,415.3075,"Veteran: Right, well, uh, veteran, United States Army, um, I served almost 8 years. Did uh, 6 active duty, and less than 2 years, um, in re-reserves."
A5,416.914,423.578,"Veteran: Uh, I made- I made it to the rank of sergeant, um, during my-my active duty years, and-"
A5,424.3515,426.4935,"Veteran: -right now, I'm going to college, here at Sam Houston."
A5,427.505,433.9905,"Veteran: Going for a criminal justice degree, been working on it um, chipping away, takes- it's taken me about 10 years to-to get the degree."
A5,434.407,438.2745,"Veteran: Mainly because I've been working full time and going to school part time."
A5,440.4165,449.1035,"Veteran: Uh, as far as hobbies go, I don't really have much free time. I have a 2-year old that takes up all my time [laughs] at home."
A5,450.234,457.5525,"Veteran: And what little free time I have is- I maybe get like, an hour or 2 to read, play a videogame, or watch a movie with my wife."
A5,459.0995,464.5735,"Veteran: And also, right now, branching out into uh, making my own hot sauces. "
A5,467.013,474.8075,"Veteran: Growing some scorpions, jalap- or scorpions and ghost peppers, and experimenting with those and I was making different hot sauces I guess."
BCI,475.5215,476.652,"Interviewer:Cool. Very cool."
A5,477.0685,479.2105,"Veteran: Had some successes, had some failures."
IRR,480.5195,485.101,"Interviewer: Uh, and then usually the last question I have is, ""is there anything you'd like to know about this company""."
IRR,485.934,492.8955,"Veteran: [inaudible] I would ask, uh, such as, what would be- if it hasn't already been disclosed, uh, what the pay would be."
IRR,493.907,496.763,"Veteran: Hours, expectations, stuff like that."
IRR,497.953,501.2255,"Veteran: Uh, you know, did- would you expect me to work those, yes or no."
IRR,504.855,507.235,"Veteran: And, really, if I had any other-"
IRR,509.258,513.542,"Veteran: -questions I guess, it-it's something about the jobs list was too vague, but you read the job description-"
IRR,513.542,516.636,"Interviewer: Yeah, it's very vague."
IRR,516.993,519.1945,"Veteran: And I really don't know what to ask about that."
IRR,520.801,521.991,"Veteran: Um-"
IRR,522.2885,527.227,"Interviewer: Yeah, uh, I-I normally suggest, you know, just know something about the company, because interviews are two-way- "
IRR,527.6435,528.5955,"Veteran: Yes, yes."
IRR,528.8335,532.82,"Interviewer: -keeping you for the job, you're evaulating the company for ""is this a good fit for me""."
IRR,532.82,536.8065,"Veteran: Exactly. [inaudible] with how you're going to treat [inaudible] during the interview."
IRR,538.1155,544.839,"Veteran: Because I have had some where it's been, like I come in there and I already know as soon as I look at you, I'm not getting this."
IRR,546.743,556.144,"Interviewer: Yeah, I-I've had jobs, or interviews where I look at the- the kinda how the talking went during them, and I'm just like ""Wow, I know I don't wanna work here""."
IRR,556.7985,557.7505,"Veteran: Exactly."
IRR,558.2265,559.595,"Interviewer: It's going to be a grind."
IRR,560.4875,570.1265,"Interviewer: Alright, um, well I don't have much else, and I've actually got to get this survey done, for my meeting at 3. So, uh, thank you for your time, uh-"
IRR,570.3645,570.9595,"Veteran: Thank you."
IRR,570.9595,583.276,"Interviewer: Hope you have a good day, oh-oh actually I have one follow-up question, I do. Notice this. It has nothing to do with the interview, I'm just curious, like, everyone else that I've interviewed has been going to Texas A&M, but you're the one who hasn't. "
IRR,584.585,593.629,"Interviewer: Uh, was this like, an open thing that just anyone could apply to, or, uh, was the- this-this program that we're taking part of right now-"
IRR,593.9265,598.6865,"Veteran: Are-are you saying- are you asking about um, my co-asking about because my college, is that why? "
IRR,598.984,604.7555,"Veteran: Yeah yeah, you're not A&M, like everyone else, I'm pretty sure they got recruited within the A&M system."
IRR,605.172,607.2545,"Veteran: I understand- I understand your question, [inaudible] sir."
IRR,607.2545,609.337,"Veteran: Uh, no, I work here at A&M."
IRR,610.289,612.2525,"Interviewer: Oh, because you work here, "
IRR,614.5135,621.356,"Veteran: I work- I work here at the vet hospital, here at- on campus. I am going to school at Sam Houston, but it's all online."
IRR,622.7245,625.878,"Interviewer: Ok, I was just curious how you got tied in.That-that's all it was."
IRR,625.878,627.0085,"Veteran: No, that's it."
IRR,627.9605,635.863882,"Interviewer: Alright, cool. Alright, thank you much, uh, you have a good day, and uh-hope this works. Hope this works out for you."
