Type,Start,End,Transcript
IRR,991.312687,1099.100357,"Interviewer: Well, when it comes to facility maintenance in itself, like, and it, maintainence it, so we have, we have pretty much kind of like what, I mean, what you're, so we have managers that are facility maintenance managers, but they are managing more of the processes of the processes. So it's like a combination of both, right? So, you'll have facilites that they're not obviously that, that, they'll have the ability to contract and bid out resources, but they are managing the facilities, so like here, that manager you know, they have a huge network that will come around right, and, they have certain inspections, right? On certain days on certain weeks, whatever. They'll fly in, they'll fly in if they're not from here, like late in does it for us, just based out of Montana. She'll fly in, she'll have her, she have a few dotings on her agend, go in and inspect she needs to inspect. And then if there's something that she needs to, uh, put a bid in, uh, put a bid out there for an external organizations to do the work. There are certain things obviously that we have to complete control over in the context of maintenatnce like our signals or something like that we don't have outside the self. We've got our own people that do that. So, uh, I guess it depends. If it's air then yes conditioning unit then yes, they'll prove that they, they'll, go out and bid that out of town if it's a signal then we have our people do it. Uh, I mean it really depends on this. Uh, we yeah. And if it's tracks, tracks is a different part of that. So, that tracks are not even, uh, facility and maintenance doesn't even, even go near that, or the, or engineering group"
IRR,1099.780211,1101.387137,"Veteran: Right, right, "
IRR,1102.685039,1105.175971,"Interviewer: Yeah, so good question. Any other."
IRR,1105.210278,1108.989135,"Veteran: Your track is like my air strip. That was my whole life "
IRR,1108.989135,1168.507212,"Interviewer: Yeah, yeah, yeah, just think you might have a facility of the air strip you, you, you use, but you're not managing it, you manage the air strip, and that's your strip. Exact samething, so engineering does the, uh, does the tracks, and they have a lot of the, a lot of other, I don't necessarily want to call it facilities, but they, they have certain things that they, they are responsibile for like towers and stuff like that, and bridges and all that. That doesn't fall under that building management group at all, long time engineering. Building management is like a, a piece of real estate. I would say that just take a real estate and major in that regards, or anything real estate. Uh, what we would consider real estate, uh, uh, is building management is in infrastructure, it's uh, infrastructure in regards to trains moving then uh, that's engineering.  "
IRR,1169.030468,1169.776652,"Veteran: Oh okay"
IRR,1170.16261,1170.394184,"Interviewer: Yeah."
IRR,1170.428491,1173.018967,"Veteran: Wow, that's kind of neat the way you got that divided up."
IRR,1173.018967,1183.587597,"Interviewer: Yeah, yeah, yeah, just, yeah, just, you know, facility maintenance is, you know, hey, it's just take uh, yeah, just, just, just, I guess you just take it like an appartment building, right? You have an appartment building. The owner is the facility manager of that building, but the highway that gets to it is done by the department of transportation, right? It's like that, so it's literally that different. That, or, or, or, or actrually, say the department of transportation's factility is literally a faciltiy manager, right? But, that factility manager has not control over the department of transportation in regards of building a road. So, uh, you know, so, it's, uh, area of separation there. Yeah, um, but yeah, yeah, yeah. Um, our facility managers, they got um, shoot, I mean, we've only got four for our whole netowork."
IRR,1225.244071,1226.418363,"Veteran: Wow."
IRR,1227.036412,1290.015561,"Interviewer: They travel a lot, um, they travel a lot. That's, that's the field manager, that's not counting the support staff or their, or their supervisiors if they'll let that, but you got four and they, they travel. They got in, so you take our three-and-three state network and you divide it in quadrants for four, right? And then they tell you one part takes the northwest kind of area, one take the, uh, north easts, and then the south west, south east area, right? And they just travel and they have a design, um, you know, a metrics of when they go out and travel and go out and put out bids for buildings painted or something like that, and they go out and do that. Um, we we do have some people that will cross-polinate into a field like that, so we, we do have certain positions that, that can do that type of maintenance, that type of work and you'll cross-polinate and you'll use that if it's a minor fix if it's like a major repair or something like that then they go out in town and get those bids."
IRR,1290.448195,1291.251658,"Veteran: Yeah."
IRR,1291.560683,1292.055121,"Interviewer: Yeah, "
IRR,1292.055121,1293.600243,"Veteran: Wow, that's incredible, ha."
IRR,1293.600243,1296.814095,"Interviewer: Yeah, yeah, yeah, a lot of work. Most guys get a lot of work."
IRR,1296.814095,1335.380326,"Veteran: Yeah, yeah, that, that's what's uh, kinda neat about when I had moved from the construction side into this uh, uh, high containment. The contruction side was always about the deadline and can I get the work done on the deadline. The, the, high, containment side is I have to maintain this factility and I get inspected once a year to make sure that I'm maintaining my high containment status. By CDC, so it's a different kind of pressure now."
IRR,1335.874765,1404.107327,"Interviewer: Yep, yeah. And it literally, it literally is that exactly the same picture. Our engineering group, if something happens on the rail, first signal, bridges a structure it's it's not well get back to it in a year and inspect, or something like that, it's like, it's, it's now. It's like, it's, everything is like an emergency at that point, right? Becuase that stops the flow of traffic when it comes to like what you're saying, it's exactly that; the building maintenance, you know, the manager, you know, they, it's a they, they're longer, it's a longer process in regards to getting anything done. So, you'll have a lot of that with that, so yeah, yeah. When it comes to engineering, it's like a bridge, like there was a you can go on Google, there was a fire, train fire bridge union pacific Arizona. It literally, uh, uh, a wood train, uh, carrying wood caught on fire and it literally caught on fire and they had to stop the train and where it was was on the bridge, it literally burnt the entire bridge down in Tempe Arizona."
IRR,1404.354547,1438.718047,"Interviewer: It burned the bridge down within fourty-eight hours, fourty-eight, yeah. I'll just give it fourty-eight. Fourty-eight to seventy-two hours, that bridge was back up. Alright, so you went from like that, demolished, to new bridge, there you go. And building maintentance, you, you use as well as you know is yeah that's like, you know. Something gets burnt, or something like that, or something gets destroyed, okay, we'll get to it, we'll just removet the parties and put them somewhere else, and we'll get a cubicle somewhere else, well coordinate us off we'll sit maybe six months, maybe seven months, maybe a year, they'll be new again, but. "
IRR,1438.965267,1452.62414,"Interviewer: Yeah, when it comes to engineering department, there's no prolong, there are no prolonged projects, like, huge gigantic projects, but, yeah, when it comes down to a rail train moving, all bets are off "
IRR,1453.056774,1453.798433,"Veteran: Yeah."
IRR,1455.343554,1456.826871,"Veteran: Alright."
IRR,1457.07409,1463.749015,"Interviewer: Well, I appreciate you very much. Thank you for spending your time with me today. Uh, yeah, enjoyed it."
IRR,1464.737892,1467.519111,"Veteran: Alright, thank you, I appreciate it too."
IRR,1467.88994,1469.991305,"Interviewer: Yeah, thank you sir. Have a good day."
