Type,Start,End,Transcript
Q4,542.35,553.93,"Interviewer: When thinking of times that you were in a leadership role, whether formally or informally, can you tell me what like your approach or like your philosophy to leadership would be."
A4,556.588291,561.43,"Veteran: I'm a pretty diplomatic leadership leader I."
A4,563.08,570.04,"Veteran: At a young age, I had the answer to everything and I thought I knew everything and then the more experience I got."
A4,571.18,581.98,"Veteran: In that was a tech, whether it was a technical task, or just general way of doing things I realized that there's a world of people out there, including all my team Members who."
A4,583.39,588.49,"Veteran: Have a ton of other ideas lot of diversity of ideas I would usually."
A4,589.57,596.59,"Veteran: If I needed something to get done, I would usually gather my team and of the highest level leadership I held was a platoon sergeant so I had."
A4,597.55,603.97,"Veteran: If I might have been talking to 50 people in the whole platoon or I might have just been talking to six or seven people who are my squad leaders."
A4,604.63,618.79,"Veteran: I would say, this is what we have to get done and i'm completely open to ideas of how to do it because you guys usually have better, faster, more efficient ways of thinking than I do, so I just learned to tap into."
A4,619.767733,620.212437,"Veteran: Um."
A4,620.5,622.75,"Veteran: Different people's ideas and."
A4,624.4,632.47,"Veteran: I you know debate not discuss what are the best way and most efficient way to do things and that's how i've been."
A4,633.34,650.77501,"Veteran: For quite a few years is like basically not just taking it upon myself, but just throwing out feelers for other people's opinions and ways of doing things and then kind of group decision what's the best what's, the best thing to do and that's worked out pretty well for sure."
Q5,654.529413,665.02,"Interviewer: Yeah I loved that, you you know mentioned kinda diversity of thought definitely important when leading a team, especially a team of different people with different experiences."
Q5,667,681.49,"Interviewer: And so, as far as you know, on the flip side from leading can you describe a time or think of a time where you changed your approach based on feedback that you received."
A5,683.990064,684.816505,"Veteran: Um."
A5,687.642146,688.212784,"Veteran: Uh."
A5,689.26,697.36,"Veteran: Well, I am when I when there's maybe a couple things just briefly, I could say it, I was pretty bad at."
A5,699.01,708.76,"Veteran: Speaking or presenting or you know briefing people pretty pretty bad and I would get pretty nervous, so I had leadership say, you know let's practice let's."
A5,709.09,720.94,"Veteran: go over this go over it again keep doing that, until you're more comfortable and that that was just advice and I have people helped me through that and that made a world of difference, and I also had a."
A5,722.65,731.86,"Veteran: People leaders tell me, I would get really emotional over things like physically I get upset and i'd show my emotions and."
A5,732.73,749.41,"Veteran: Very occasionally under the right circumstances that might not be a bad thing, but most of the time it's better just to keep your cool and I really I basically worked on that just kind of worked on personal ways to calm myself down and not and not get so emotional or raise my voice or."
A5,750.353271,761.8,"Veteran: Or show you a physical soundness or anything and that has helped me a lot as well so i've tried to take advice I people just try to constructively give you."
A5,762.82,768.13,"Veteran: and improve the way I I work at work and with other people."
A5,770.68,778.57,"Veteran: kind of like a technical technical experience and then a personal it's really kind of technical improvement and personal improvement."
Q6,782.98,795.25,"Interviewer: Great yeah I mean feedback comes in all different forms um well great, I only have one more like formal question for you so obviously having worked in the environments that you've worked."
Q6,795.82,803.23,"Interviewer: I would imagine in a lab setting as well as a military setting you know, there is a hierarchy there's certain protocols and procedures to be followed."
Q6,803.62,819.34,"Interviewer: Can you think of a time and tell me about a time when you disagreed with someone more senior and you had to kind of let them know you know that difference of opinion and and what kind of solution you offered to to help with that difference of opinion."
A6,821.59,822.97,"Veteran: Sure um, I."
A6,824.2,840.22,"Veteran: maybe not necessarily didn't disagree with a verbal instruction that was given to me, but in my job at the vitamin company it's kind of a tedious thing to describe but we had to test the kind of the."
A6,841.45,851.53,"Veteran: particle size of these vitamin powders that we need, so they can't be too fine or too course in order to be made into pills and gummies and capsules."
A6,852.55,862.93,"Veteran: And there was one set of sifters that gave me one result and another set of for one for one vitamin powder and another type of."
A6,863.5,870.91,"Veteran: sifter that were almost the same they gave me a completely different result and one result passed our test and one result did not pass our test."
A6,871.51,886.21,"Veteran: And, and I could mostly the problem was the the original weights of the sifters were off so that threw off the results on our excel spreadsheet that we typed the weights of everything into so I."
A6,888.1,893.53,"Veteran: And it caused me to have to do a lot of extra paperwork, so I actually I."
A6,895.45,909.82,"Veteran: I weighed them on the not correct pans and reported those results, but then I realized I you know, I have to fix I can't just do that, I have to fix it, so I went to my supervisor, and said this isn't working I can I, what can I do to."
A6,911.14,919.45,"Veteran: fix these spreadsheets and these pan weights, so this is more likely to wait, you know if if it's not going to pass it's not going to pass, but it's."
A6,919.99,931.27,"Veteran: I want it to be accurate and so he said you can reweigh all the pans 25 times throughout the course of you know, the days that you're using them and and we do make the."
A6,932.74,945.07,"Veteran: We can remake the averages on the spreadsheet and that took a lot of extra time for me actually i'm going to reweigh them because you have to clean them out every time but I thought that was worth it and the right way to do it, so I kind of disagreed with."
A6,946.48,954.34,"Veteran: That is just the status quo and I did bring it to the attention in a short short period of time after considering the easier way out to then."
A6,955.09,968.151941,"Veteran: That was a we ended up we reweighed everything we got everything straightened out and the correct weights entered in and then it was a lot easier to get the particle size of the vitamin pattern after that."
Q7,971.756797,991.81,"Interviewer: Ok great well, I guess that's the last really you know formal question and then just you know, finally, obviously you've had a wealth of experience and you're kind of looking to make a move, where do you see yourself in the next five years, and how do you envision yourself accomplishing that."
A7,995.35,996.250932,"Veteran: I would um."
A7,998.05,1006.87,"Veteran: Like to like to stay in kind of agricultural research field and."
A7,1008.67,1009.18,"Veteran: um."
A7,1010.2,1025.35,"Veteran: Because, because I believe all the you know everything that has to do with our agriculture and food and water and eating and everything that we eat has a lot to do with human health, so I would like to stay in that field."
A7,1026.61,1027.93,"Veteran: And i'm."
A7,1029.13,1031.65,"Veteran: Most mostly currently I."
A7,1033.36,1043.14,"Veteran: am looking for positions that that are in that field and connecting with people who are leaders in that."
A7,1044.97,1054.51,"Veteran: Who are leaders in that type of research and trying to see you know looking up jobs, trying to see what I can, where I can fit in."
A7,1056.61,1057.75,"Veteran: Sorry, I know this is like."
A7,1059.85,1066.215061,"Veteran: It was a job listing that I was applying for and this is just it's hard for me to make up stuff."
A7,1066.78,1071.22,"Veteran: That was the honest answer of what I see myself in five years."
IRR,1073.05,1079.47,"Interviewer: I totally understand kept me coming up with questions that are applicable to a variety of backgrounds are tough too."
IRR,1079.98,1093.69,"Interviewer: um, but I do really appreciate your time, and so do you have any questions for me or anything you feel like I didn't ask you, or you didn't get a chance to speak on that you think would be important for anyone interviewing you to know."
IRR,1096.66,1100.83,"Veteran: Um no I just expected questions about teamwork, and I love being part of a team."
IRR,1106.35,1108.75,"Interviewer: awesome well, I really again, I appreciate your time."
IRR,1109.02,1118.29,"Interviewer: And I do have a little person over here in case you saw a head popping into the screen and there is a two year old sitting next to me proctoring this but."
IRR,1118.35,1121.984082,"Interviewer: I appreciate your time and I guess if there's nothing else."
