Type,Start,End,Transcript
A5,430.72,447.82,"Veteran: Especially given like COVID I think it's important to always have a portable device to where even if i'm at home or if I need to travel somewhere last minute that the company needs me there, but at the same time, I can still multitask and answer emails and answer phone calls."
A5,448.87,453.144706,"Veteran: i'm still able to be readily available like, no matter where I am um."
A5,454.06,464.41,"Veteran: I think that's like the biggest thing having access to a laptop and then any sort of like programs or any sort of tools on like the laptop as far as."
A5,465.19,468.73,"Veteran: Like having access to like the company email if they have like an actual like."
A5,469.27,480.4,"Veteran: Company inbox and then having access to any sort of like shared drives that they might have with all of like any sort of communication that goes back and forth between me the company in any of our."
A5,480.82,486.76,"Veteran: trade partners or subcontractors, um just so that way everybody can stay in the loop and communicate."
Q6,488.5,503.89,"Interviewer: So what kind of tools are you sorry, what kind of applications on the laptop are used to working with in a in a construction type position is that the actual tools, you would use for the construction itself to to you know to manage that construction."
A6,505.27,513.97,"Veteran: um I would say, probably number one is actually surprisingly, probably the email and it probably doesn't."
A6,515.53,525.34,"Veteran: sound like much, but having access to like any sort of inboxes, that the company uses to communicate with me and then in turn."
A6,525.82,538.12,"Veteran: I communicate back to them and to the subs that's probably number one number two is having access to any sort of like Microsoft Office like word PowerPoint excel."
A6,538.59807,548.631739,"Veteran: Um OneNote all of those things um definitely come into play for writing up reports or just generating memos to send out to different um."
A6,549.28,557.41,"Veteran: subcontractors, and it allows me to generate any sort of reports or memos to like OSHA if I need to communicate with them or anything like that."
Q7,561.4,562.18,"Interviewer: You have a."
Q7,563.47,564.22,"Interviewer: Are there uh."
Q7,565.54,566.86,"Interviewer: or any kind of."
Q7,569.95,571.69,"Interviewer: legal or technical specifications you need."
A7,575.024716,577.991742,"Veteran: Uh Legal specifications uh."
A7,578.44,595,"Veteran: very minimal it, I understand, like where to find the resources and everything to gain information on different legal topics that affects the construction industry and what like residential Community specifically would be under."
A7,595.444482,595.947521,"Veteran: Um"
A7,596.71,605.622737,"Veteran: If there's any like county or city and state specific laws and everything like that that's where I would probably start reaching out to like that county or city um."
A7,607.21,611.14,"Veteran: And uh I would probably reach out to one of their HR excuse me."
A7,612.55,627.01,"Veteran: Reps just to ask them what are their county and city laws as far as operating in a residential community and all of those things outside of like federal state and OSHA regulations okay."
IRR,628.717345,629.901143,"Interviewer: Ok ok cool um."
IRR,632.38,639.52,"Interviewer: So um, are you I guess you were a firefighter you're probably not a firefighter right now and I guess that's a volunteer firefighter."
IRR,639.91,640.39,"Veteran: Yes, sir."
IRR,642.01,643.889843,"Interviewer: Oh cool yeah I am as well um."
IRR,644.62,648.55,"Interviewer: very interesting and uh how big is Dumfries."
IRR,649.48,659.884674,"Veteran: Not very big Sir like they started out with just three stations and then they recently built a brand new station just before I had left um."
IRR,660.7,664.36,"Veteran: They actually took our truck away and they moved it to that station so."
IRR,665.74,673.03,"Veteran: yeah but it's Okay, we got replaced with the rescue so we had a engine and a rescue unit there right before I left."
IRR,674.56,676.18,"Interviewer: Very cool very cool did you."
IRR,678.67,679.331497,"Interviewer: Did you um."
IRR,680.32,683.05,"Interviewer: Do this before you know you went into the military or after or both."
IRR,683.98,691.12,"Veteran: All right, so I actually did it while I was in the military, I was stationed at quantico for me three and a half years and."
IRR,692.38,701.11,"Veteran: yeah just like attended their public safety Academy for nine months and then after that I just got hooked onto a crew and."
IRR,702.46,705.97,"Veteran: Just did our normal shifts on the weekends and nights and everything."
IRR,707.05,709.18,"Interviewer: Well, that kept that kept you pretty busy huh."
IRR,710.2,712.9,"Veteran: Oh yeah yeah it was it was pretty tedious."
IRR,713.390546,714.79,"Interviewer: I'll bet I'll bet So."
IRR,718.69,733.69,"Interviewer: Normally uh, at this point in interviews uh, you know because they said to keep it about 15 minutes we got a couple minutes left, I would ask you know, do you have any questions, for me, or is there anything you thought i'd ask about that I didn't or anything you wanted me to ask about that I didn't."
IRR,735.31,735.85,"Veteran: um."
IRR,738.25,738.79,"Veteran: I guess."
IRR,740.47,744.103032,"Veteran: The one thing I guess i'd want to ask is um."
IRR,745.21,752.38,"Veteran: What sort of um I guess progression paths um does like the company typically provide for um."
IRR,753.61,758.26,"Veteran: Like their Members once they actually get started, and everything do they look to."
IRR,759.227334,773.26,"Veteran: Um I guess reintegrate them back into the education system, a little bit to get them more experience on the education side, or do they typically like to do their own in house training and try to like keep them in House a little bit."
IRR,775.09,778.03,"Interviewer: So that's a great question um yeah."
IRR,778.872963,779.41516,"Interviewer: Um."
IRR,780.43,783.37,"Interviewer: No that's a great question to ask, because a lot of companies um."
IRR,784.51,793.84,"Interviewer: Like my company, we have a big internal training arm and we actually we actually encourage our folks to do our internal training, but it's extracurricular because."
IRR,794.74,802.72,"Interviewer: You know, obviously I got to get the job done first right but but it's so it's after hours training, but my company we we offer a."
IRR,803.53,817.24,"Interviewer: it's a benefit like a we give a number of points quarterly for people that do extracurricular work, and then we have a little bonus it goes out based on the number of points they get so during interviews that's a great question to ask."
IRR,819.25,825.46,"Interviewer: And then to My other question is there anything you thought i'd ask you and that I didn't or anything you wanted me to ask that I didn't."
IRR,826.48,843.7,"Veteran: um I I definitely was thinking that you were probably going to ask me like some sort of like math question or something like that, like the very first question that you didn't so I thought for sure that I was going to get asked something like that or some sort of like historical question."
IRR,850.78,851.65,"Interviewer: yeah those are great."
IRR,852.76,860.62,"Interviewer: Those would have been great question so and I I could ask you right now I could ask you who started the firefighter firefighting.."
IRR,861.79,863.08,"Interviewer: system in the United States."
IRR,866.05,871.36,"Veteran: that's digging way back in the past, when I was going through the Academy, I couldn't tell you."
IRR,872.32,874.54,"Interviewer: yeah yeah Benjamin Franklin."
IRR,875.68,876.13,"Veteran: wow."
IRR,876.85,877.51,"Interviewer: that's a."
IRR,877.81,880.36,"Veteran: that's that sounds like an easy one, when you say it to me like that."
IRR,881.11,889.93,"Interviewer: it's just I don't know why I remember from from my classes, when I went through training, did you go Oh well, you're in Virginia, if you if you're ever interested."
IRR,890.53,899.02,"Interviewer: Teach down here as one of the preeminent firefighter schools in the United States actually people from different countries come to this this firefighter school here."
IRR,900.31,904.12,"Interviewer: So if you're looking for I don't know whether you got firefighter one or if you're going for two or."
IRR,905.38,919.57,"Veteran: yeah I had we went to the Prince William county public safety academy and they they did firefighter one, two and then we did some hazmat OPS awareness and then written media classes."
IRR,920.02,929.86,"Interviewer: Oh, that rocks that's good that's a lot yeah i've only taken a couple i've took one and two here, and then I obviously I got my EMT as well, so and EMT as well, but that's great."
IRR,932.29,933.88,"Veteran: yeah it was a really, really good."
IRR,934.57,937.45,"Veteran: department, I really enjoy working for them, it was great."
IRR,939.91,947.35,"Interviewer: And I gotta ask you did did you this is actually your resume that you wrote or did they coach you on writing this resume."
IRR,947.83,957.01,"Veteran: No this is my actual resume that they asked for the only thing they asked me to take out was like my address, and like my phone number and things like that."
IRR,958.51,968.35,"Interviewer: yeah for me it's easy to read it, because I was a military so I know what like json is and what an ncic is and things like that."
IRR,970.54,979.54,"Interviewer: In J one but, but some people might not especially if they've never been at the military at all not know what those those acronyms are."
IRR,980.624712,982.45,"Interviewer: Um might be."
IRR,983.56,987.58,"Interviewer: Better to to to more spell them out for them you know what I mean."
IRR,988.12,989.38,"Interviewer: yeah and."
IRR,992.44,1001.59,"Interviewer: And then just another little hint is with with what you're learning in school for a resume like this, maybe make some pointed stuff."
IRR,1002.4,1009.93,"Interviewer: On How your your your actual duties and what you've done since then, even with the firefighting things like that."
IRR,1010.5,1015.15,"Interviewer: So, for example, you mentioned math a lot of lot of math in firefighting I mean you know."
IRR,1015.45,1025.38,"Interviewer: So if you could you could maybe add a little bit of that I know it's not really apples to apples to say Oh, I can tell you what the flow losses are going to be in an inch and a half hose if it's a 100 foot long right."
IRR,1025.92,1039.15,"Interviewer: But still it's still it's pretty you know it's still could be relevant to something like that i'm just throwing things out like that yeah might be good to add something like that that that sort of relative to the job description, I think you get."
IRR,1040.74,1042.9,"Interviewer: And it tells you most people know how you."
IRR,1044.22,1056.52,"Interviewer: You know how you would make things better, basically, how would you know how you could apply and how you would you know, maybe you did some stuff in the military that improved efficiencies or something like that that might be relative."
IRR,1057.84,1059.25,"Veteran: yeah definitely Thank you."
IRR,1059.88,1063.69,"Interviewer: yeah You bet you bet that's all I have you did a really great job I think."
IRR,1065.52,1070.62,"Veteran: yeah Thank you and appreciate you taking the time to uh help us out with this."
IRR,1070.8,1073.11,"Interviewer: Oh Absolutely my best anytime."
IRR,1076.02,1076.41,"Veteran: Um."
IRR,1077.37,1079.95,"Interviewer: I don't know if they're coming back in to get you or if we just end it or what."
IRR,1080.28,1085.08,"Veteran: yeah I guess we just send it on our end and they must be comeing back and take all this stuff off me."
IRR,1085.53,1087.33,"Interviewer: Oh oh, you got like the whole."
IRR,1088.41,1091.26,"Interviewer: me giving you the the lie detector test stuff huh."
IRR,1092.07,1096,"Veteran: yeah yeah they got me all hooked up with all this like alienware stuff."
IRR,1099.6,1105.99,"Veteran: But yeah thank you Thank you so much for your time and i'll i'll definitely take your advice and."
IRR,1107.4,1112.92,"Veteran: Review like my resume and go over that and try and reiterate a few things."
IRR,1114.03,1120.42,"Interviewer: Okay yeah and i tell you if you ever need to if you want to, not sure how much they share information but."
IRR,1121.47,1125.49,"Interviewer: I know some folks that work in construction here in town if if you're looking."
IRR,1126.51,1139.26,"Interviewer: Even for just a part time job, while you're while you're still going to school my son actually works at <COMPANY> which does a lot of the security installation for a lot of the new neighborhoods and whatnot."
IRR,1140.25,1140.88,"Veteran: Oh wow."
IRR,1141.12,1149.31,"Interviewer: And then the superintendent of this building, he actually it's really funny one of the neighborhoods he's working in he's the construction manager of that neighborhood."
IRR,1150.75,1166.14,"Interviewer: yeah so so just reach out and i'll do that because I think especially with my son's company, they have they do part time stuff as well, but might be worth you know getting a little bit on your resume it's actually pertinent to your degree, which will be cool."
IRR,1167.25,1179.52,"Veteran: yeah definitely i'll uh i'll look into them because i've been trying to find like a part time job in this area and everything I think I applied to like home depot and lowes for just the part time position and still haven't heard back from them so."
IRR,1180.63,1181.38,"Interviewer: You have a."
IRR,1183.78,1191.91,"Interviewer: either give <NAME> your contact info and have her have her send it to me or or she can give you mine, I can tell her she can give you mine and just send me your."
IRR,1192.87,1201.06,"Interviewer: You know well i've got your resume I can actually share it if you want to, but I don't know i'll have to ask her because I don't know how much I can give out based on what we're doing, you know so."
IRR,1201.6,1202.02,"Veteran: yeah."
IRR,1202.62,1203.7,"Interviewer: But i'll ask her about it."
IRR,1204.6,1206.97,"Veteran: Okay yeah i'd really appreciate it."
IRR,1207.66,1210.03,"Interviewer: So you planning on staying here in town you plan on."
IRR,1211.23,1212.94,"Interviewer: Going someplace else after you graduate."
IRR,1213.87,1216.99,"Veteran: um I haven't really decided, yet I guess i've been."
IRR,1218.31,1225.3,"Veteran: I went to the career fair that we had just a few weeks ago and got a chance to walk around and talk to a lot of different companies and."
IRR,1226.47,1235.23,"Veteran: Just kind of see what different avenues that they're in in the construction industry, whether it's residential commercial or industrial but."
IRR,1237.18,1249.45,"Veteran: I guess i'm still getting to know the area, a little bit I was actually stationed in Fort Sam Houston for a little while so i'm pretty familiar with, like the San Antonio area, but this college station area is like new to me."
IRR,1250.38,1251.82,"Interviewer: Okay yeah I didn't know."
IRR,1253.68,1256.47,"Interviewer: I didn't know they had the marines in Sam Houston."
IRR,1257.55,1260.91,"Veteran: yeah we actually we're very, very small it's a reserve unit."
IRR,1261.72,1263.88,"Veteran: With reconnaissance battalion they're like."
IRR,1264.87,1268.8,"Veteran: If you were to go into Fort Sam on the hospital side where Bamse is."
IRR,1269.58,1280.92,"Veteran: there's like a little navy nost there and there's like navy reserves and then marine reserve on one side and we kind of like share the building, but we have a big huge like parallel building and."
IRR,1281.82,1288.81,"Veteran: Our CO wanted to make sure that people knew that marines were here, so he put like this big huge sign with like a skull and, like the wings."
IRR,1288.84,1295.17,"Veteran: And everything logo so he's like I want them to know when they park in the parking garage exactly whos building this is."
IRR,1296.31,1297.99,"Interviewer: That rocks."
IRR,1299.46,1303.21,"Interviewer: yeah i've been i've been i've been on those i've never been on that side I don't think."
IRR,1305.07,1318.66,"Interviewer: really interesting my dad was a medic in the army, back in the he was Vietnam era and he actually went to a AIT in there at Sam because he was where they had the medic school for the army at that time."
IRR,1319.47,1320.04,"Veteran: Oh wow."
IRR,1320.34,1321.12,"Interviewer: cool yeah."
IRR,1323.52,1324.21,"Interviewer: So."
IRR,1325.32,1326.1,"Interviewer: interesting."
IRR,1333.57,1334.53,"Interviewer: how'd you like quantico."
IRR,1335.76,1346.44,"Veteran: quantico is interesting, I guess it wasn't as political I guess as like the Pentagon area and stuff but I felt like it kind of trickled down a little bit into quantico."
IRR,1348.54,1354.06,"Veteran: But it was interesting I mean it was a good duty station it actually taught me a lot about."
IRR,1355.35,1362.4,"Veteran: Just on the administration side how things funnel up for at least like the Marine corps like how things go through quantico."
IRR,1363.99,1370.38,"Veteran: it's almost kind of like the one stop shop almost for like a lot of packages for like the officers and enlisted guys like what."
IRR,1371.85,1378.87,"Veteran: Either if they want to do, like a lap move, or if they want to go officer, or like the officers want to resign or retire, like all that."
IRR,1380.07,1384.51,"Veteran: paperwork and all of that routing chain kind of like stops at quantico almost so that."
IRR,1385.59,1390.39,"Veteran: being kind of like a junior marine and it was like my first major duty station it kind of."
IRR,1390.99,1402.03,"Veteran: taught me a lot about like Okay, so this is like where this goes when I send it at like the you know lower level if i'm at lasoon, or if i'm at penalton or something that's pretty much where it's going to go to."
IRR,1402.99,1414.06,"Interviewer: yeah what you said about that as a sort of a way station and my brother was actually there for a little bit he was stationed there, or he was he was waiting to go to pilot school."
IRR,1415.26,1432.96,"Interviewer: And so, in between was June and as pilot school, he was he was there just I guess i'd be lying if I knew what he was doing there like just escape having a vacation or something but but but yeah he was there, he was, I think he was only there for maybe."
IRR,1434.31,1440.37,"Interviewer: Six months, maybe it was a very short time very short time, but he enjoyed it he liked the area."
IRR,1441.6,1442.53,"Interviewer: interesting area."
IRR,1444.3,1463.08,"Veteran: yeah it's it's um it's pretty unique I mean they've got like the I mean it's where all of our officers come to go to ocs if they don't go through the naval academy and then they've got the TVS is the basic school is there and then they also have like the scout sniper school is there."
IRR,1463.44,1465.72,"Veteran: On the TVS side so there's."
IRR,1466.44,1475.47,"Veteran: In the FBI Academy, too, it's like in between like different sides of the bases so there's there's quite a bit that goes on there and it's a pretty cool duty station."
IRR,1475.8,1478.26,"Interviewer: Oh wow more than I knew and ya I didn't know that all that stuff was there."
IRR,1480.78,1485.1,"Interviewer: that's cool you're in here originally from Minnesota Michigan sorry."
IRR,1485.64,1487.29,"Veteran: yep yeah born and raised."
IRR,1487.56,1489.09,"Interviewer: yeah where's Warren."
IRR,1490.11,1494.34,"Veteran: Warren is very, very close to Detroit it's literally like."
IRR,1496.2,1506.04,"Veteran: If you've ever met anybody from Michigan before and they said oh I grew up in metro Detroit that's kind of like what they're talking about is basically any city that surrounds like Detroit they just say Oh, I was."
IRR,1506.79,1511.89,"Veteran: Like raised in metro Detroit Warren is like just outside of Detroit city limits."
IRR,1512.34,1517.17,"Interviewer: yeah i've been to Detroit a few times I was actually born and raised in indiana so."
IRR,1517.98,1518.46,"Veteran: Oh, really."
IRR,1518.7,1530.52,"Interviewer: yeah just in bloomington a little bit south of a actually, so I was actually born in Kentucky but raised in indiana bloomington it's a little bit south of ndianapolis and I spent some time in Detroit so very interesting area."
IRR,1544.23,1545.46,"Interviewer: Well they're 15 minutes is."
IRR,1546.69,1547.95,"Interviewer: turning into A little bit longer, I think."
IRR,1548.7,1553.14,"Veteran: yeah I think I think someone did come knock on the door, I think, maybe it was him, so I guess I better."
IRR,1553.56,1555.36,"Veteran: Okay they're they're probably like."
IRR,1556.86,1562.08,"Veteran: They were telling me that they're like yeah you're pretty stressed out filling out those forms, I was like really this is how I feel all the time."
IRR,1564.3,1572.7,"Interviewer: Well yeah I think they tried to meter me because they asked me how many cups of coffee, I had I had already had like two or three cups of coffee I start my morning with coffee coffee so."
IRR,1573.3,1580.68,"Veteran: yeah same here after i've done like the gym and everything I go straight to class and a couple coffees in my hands."
IRR,1581.91,1586.62,"Interviewer: There you go exactly and I gotta say I mean from a from a just from a."
IRR,1587.52,1593.52,"Interviewer: You know, face to face sorta thing you seemed pretty relaxed you ain't seem like you know I mean and that's the way you should be in any interview I mean."
IRR,1594.12,1604.02,"Interviewer: Have confidence in yourself, I mean you got great history, and you know, taking the school, you need, so I think just keeping that confidence is the way to go, you know not being overconfident but, obviously."
IRR,1604.53,1613.08,"Interviewer: just being confident in what you're talking about being honest, you know if you don't know something you don't know something I didn't you know ask anything too technical so nothing you wouldn't have known."
IRR,1614.91,1615.93,"Veteran: i'm just thankful for that."
IRR,1620.01,1622.29,"Interviewer: yeah I would have had a math question to like look up."
IRR,1623.37,1625.44,"Interviewer: don't ask me any higher math questions."
IRR,1625.92,1627.45,"Veteran: yeah same here."
IRR,1630,1630.45,"Interviewer: well."
IRR,1631.53,1632.4,"Interviewer: I wonder, I wonder if."
IRR,1634.59,1635.7,"Interviewer: They got that there."
IRR,1637.23,1639.03,"Interviewer: Maybe I just drop her an email and."
IRR,1645.42,1648.45,"Interviewer: I'd hate for them to mess up by you taking everything off if they need to."
IRR,1649.89,1650.79,"Interviewer: Stop something."
IRR,1652.35,1652.98,"Veteran: Oh yeah."
IRR,1658.8,1662.52,"Interviewer: I have her computer it's probably gonna come up on your computer that that I sent her an email but."
IRR,1672.27,1675.75,"Veteran: yeah fort brave is another interesting TVS station that was very."
IRR,1677.31,1678.27,"Veteran: very interesting."
IRR,1678.69,1679.08,"Interviewer: Was it."
IRR,1679.62,1686.7,"Veteran: yeah it I I actually learned a lot, while I was there too just how like like the 82nd in."
IRR,1689.1,1699.06,"Veteran: which we call it what said a camp McCall for the Green Berets go to and get trained and everything and yeah and then Pope."
IRR,1700.98,1711.78,"Interviewer: Pope airfield for sure I didn't know that much I don't know much about Mccall that obviously you know the 82nd airborne you gotta get to know them and and then Pope."
IRR,1713.76,1717.75,"Veteran: yeah I think I think he's ready for me now he's knocking on the doors."
IRR,1717.99,1719.61,"Veteran: Oh well, thank you again for your time."
