Type,Start,End,Transcript
A5,439.656552,443.612063,"Veteran: Getting someone or a group to do someting that you want them to do without them knowing."
Q6,445.218989,453.74806,"Interviewer: Okay, so uh, what would be the most impactful leadership role that you've had that would demonstrate that behavior."
A6,454.366108,459.498226,"Veteran: The, the, uh, leadership role I had, I'm going to keep talking about the same instance because that was pretty, the biggest thing,"
BCI,459.53146,460.137976,"Interviewer: No, that's fine."
A6,460.653099,494.84829,"Veteran:  uh, that I've done. But then I had um, seniors, and my peers on that team and I was the lead on that team. Um, in, in getting everybody on the same page and understanding what we were doing, how we were doing it, and why we were doing it, and then executing it. And then if there were issues, they would bring them to me. I was the sole source, um, person. Answer any questions, whether it be from my team, or whether it be from the ship or the project per se. "
Q7,498.741996,504.737067,"Interviewer: Alright, alright, what would have been the greatest challenge in that role that you faced? "
A7,506.034969,548.062272,"Veteran: The biggest challege was, was, was coordinating what all had to be done. Was, was, was, to, to, to in a sense, trim the fat to say we're going to do this, we're not going to do that, uh, but then I relied on uh, put it on people also and say okay, this is what we need to do. Um, what would be the best way to do it? And we all collectively came up with a plan brainstormed and hashed it out. This is what we're going to do it just made up, um, what we call POA and M; plan of action and milestones. On the timeline of what we're doing. "
Q8,550.596271,556.529537,"Interviewer: Alright, so, last quesiton I have for you is why should be hire you today?"
A8,557.827439,579.335529,"Veteran: Ha, alright, um, you should hire me today because, um, I have a sense of ownership, I have a sense of pride, a sense of dedication, and, and everything I do, um, most people tell me to slow down, that I',m doing too much too quick, um, and that's why."
IRR,580.633431,583.043821,"Interviewer: Alright, what quesitons do you have for me?"
IRR,583.53826,587.061137,"Veteran: I, ya'll don't have any job openings so uh, "
IRR,587.061137,590.522209,"Interviewer: Well, we do, we do, it just depends on what you want to do. "
IRR,590.522209,596.022841,"Veteran: Well, well, well, it's it's, it's not in uh, not in this local College Station, Texas area."
IRR,596.022841,601.276254,"Interviewer: So, not yet, not, in San Antone, beautiful San Antonio, so uh, not yet. We do every, we operate down here a lot, but we, uh, yeah San Antonio has not been on the high radar late, of late, so, uh. But, we do, we, we, we have, we do have, uh, like about fifty jobs out there right now and uh, uh, I mean, so we, we hire a lot of different, uh, differnt types of positions. The only Texas jobs that we have out there. Yeah, I don't know any that are close to you, so, yeah. Spring turns."
IRR,636.505022,637.741119,"Veteran: Yeah, where I live, "
IRR,637.741119,642.314679,"Interviewer: Fort Worth, Denison, Dalhart, and Sanderson, that's all the locations where."
IRR,642.790702,646.222087,"Veteran: Yeah, that, that's all way, way too north over there, so "
IRR,646.222087,646.878454,"Interviewer: Too far north."
IRR,646.911688,650.883122,"Veteran: uh, I did notice. Yeah, I did notice ya'll are opening a branch in Hern and Franklin "
IRR,650.908047,651.338188,"Interviewer: Yeah."
IRR,651.709017,653.006919,"Interviewer: Yeah, yeah."
IRR,653.006919,655.849943,"Veteran: So that kind of sparked my interest a little bit, but."
IRR,657.333259,675.380277,"Interviewer: Yeah, they're, yeah, they're, we're actually, we're actually in full swing hiring mode, so you're, you're full, full on across our network, we're hiring about fifty, we have fifty positions out there and fifty levels of positions; everything from vice president levels down to our conductors"
IRR,676.183741,680.077447,"Veteran: Okay, I got you. Yeah, I've never worked on a train, but have worked on your engines. "
IRR,680.324666,699.484172,"Interviewer: Yeah, yeah, well, that's ah, tha's, yeah we always tell people it's very rare to people who work on a train. That, that's a small number, right, so, uh, you know, we, we, we don't have the expectation of people having that knowledge, or trade, we'll teach that, so."
IRR,699.886296,704.273152,"Veteran: Oh, sure, sure. Alright, well, I, I believe you have my resume, so if you see anything that would come up,"
IRR,704.67578,705.951456,"Interviewer: I will, will do."
IRR,705.992999,707.209779,"Veteran:  please give me a holler."
IRR,707.580608,710.446322,"Interviewer: Alright, I appreciate it very much sir. Nice meeting you."
IRR,710.582194,711.870505,"Veteran: Alright, not at all. Than you sir."
