Type,Start,End,Transcript
IRR,1041.222386,1150.110696,"Veteran: That, that school is like an anomoly, just like their, you know, I am a gator, but the veteranary program there is a bit um, kind of, kind of snooty, and uh, so between here and Tennessee, Mississippi State, Auburn, LSU is kind of where I would like to stay in the south east. I wouldn't mind Washington and Oregon, but I'm um, um, a little cold, but I'd like to stay somewhere I'm pretty comfortable with. You know, the west coast could be an option, but, this, this job is pretty regional, so diseases and plants that you have in Texas are way more different than what they have up there so, my regional expertise isn't, not something you can't learn, but I like the, like the multipronged, multi-probed approach to, we have research, we have teaching, and we have service to the state. That carries over from the Army, I'm very proud to serve the state of Texas and the the people that live here with their animal care and stuff like that. Um, so, I wouldn't, I do three months a year in private residency and in private practice. There is, it doesn't have that, let's say it's not that bad, it's super efficent and it's super different from what we do here, but there's like not that level of altruism that I think you get from the government job maybe. I don't know if that's the right word, but I would get, I have other jobs that I get to to with research and things like that, so I just saw horses all day, that way I get burned out. So, I get to do a little research and teach students about whatever, and that kind of varied. The job is goodl like that."
IRR,1150.569979,1210.812581,"Interviewer: Oh, you know, that is excellent and you know. Speaking of that, we do have a landscape division that is, that is really well renound, but when you talk about, you know, infectious plants. I don't know if I used that word right, but that's something - invasive, invasive - I'm sorry darn things like Cudzsu, um, but like when you, and you talk about invasive plants and even like Bamboo, like, it looks great its first three years, but look out afterwards, but you know working with high end landscaping teams and designed builds, you know, like that's something that your students could possibly look at because, given an entire wing, that's all they do, is wetter than the native plants. What's the best thing for um, when you talk about chief resilliancy officers, how do you go and talk to the chief resilliancy officer about reducing your food print for water and bringing in native plants and all that "
IRR,1210.812581,1212.381797,"Veteran: Interesting, that's really cool."
IRR,1212.84108,1220.419247,"Interviewer: So, that's something that I didn't know that Haskell did, but other design-build firms do as well."
IRR,1220.419247,1240.665966,"Veteran: That's pretty cool too. I had some friends that were undergrad, landscape architecture that did those kind of things. I never did, didn't know that was a thing, so once I went to college I thought that's pretty cool. If I was taking school forever, I would take more training on just everything. Maybe find a job everntually, but. "
IRR,1241.125249,1257.697706,"Interviewer: My graduate research project was how to, um, it's a bachelor verinotics is what I had, but I did a reserch project on how to keep animals out of industrial spaces. Like, how to not make habitats. Ha ha ha ha."
IRR,1257.697706,1265.620335,"Veteran: Yeah, you need to keep the birds off the runway and keep the mice off the, racoons out of your building, yeah, they could chew the wires and casue fire and stuff like that. "
IRR,1265.620335,1275.571464,"Interviewer: Absolutely, absolutely, a lot of people don't think of stuff like that, but they do. Ha ha ha ha. Well, I'm on LinkedIn, like I said, if you need anything."
IRR,1275.626494,1276.681397,"Veteran: What's your last name?"
IRR,1276.681397,1279.3276,"Interviewer: <NAME> Yeah."
IRR,1279.437094,1281.612631,"Veteran: I'll check you out when I get back home, thanks very much."
IRR,1281.733509,1290.53643,"Interviewer: Yeah, so if you need a partner for like, like, your students later, like I said, I do this becuase people did it for me and I just want ot keep paying it back."
IRR,1290.62402,1299.603225,"Veteran: That's terrific, that's very terrific. Well, it was very nice talking to you. Thanks very much for your time and have a great - go jags, go jags."
IRR,1299.892877,1301.083668,"Interviewer: Yes, Trevor Lawrence."
IRR,1301.148035,1310.368617,"Veteran:  We got T-Bow, we got T-Bow, so I'm a jags fan. I'm a Fairweather, I'm sorry I've been up and down. We've got Mires back, Trevor Lawrence."
IRR,1310.438687,1340.789629,"Interviewer: I have verseral reactions to Urbane, but he made TJ Shark gain nine pounds. It was all over the news today. TJ had, TJ gained nine pounds. TJ, nine pounds of muscle, TJ could have used that, so yeah. I'm, I'm in the women's club, so. We're the same people that when they didn't draft Tim, I don't know if you heard this, but there's some, three hundred people showed up to the women's club when, they didn't draft him and we were all mad."
IRR,1341.019271,1342.894676,"Veteran: I can imagine yeah."
IRR,1342.894676,1354.797756,"Interviewer: And they, they had to face three hundred women about why Timmy wasn't joining. Ha ha ha ha. So, we'll take him, he's a good kid, I remember him when he was like nine in Trinity"
IRR,1355.027398,1362.33765,"Veteran: Up in the yeah, Trinity, so yeah, in the East so. That's took funny I still can't believe you're in Jacksonville, what a small world."
IRR,1362.33765,1372.288779,"Interviewer: It is, it is, well like I said, you can find me on LinkedIn um, and if uh, if you're at the stadium, I'll be like one of the really loud people."
IRR,1372.288779,1375.465485,"Veteran: Ha ha ha, well thanks very much. "
IRR,1375.465485,1376.460598,"Interviewer: No face paint."
IRR,1376.460598,1378.928343,"Veteran: No face paint. I'll do that. "
