Type,Start,End,Transcript
Q7,539.392885,540.482323,"Interviewer: Okay, great."
Q7,541.584731,554.541262,"Interviewer: Then, I would say a couple questions here, the last two, you know, if I, I guess why would, why would I, or why would this company select you for, for the job over another candidate?"
A7,558.068966,561.798275,"Veteran: It's a tough one becuase you have to assume you're a better candidate under-"
BCI,561.845127,567.160585,"Interviewer: This is, this is, I would say, and this is - not to interrupt you, sorry, but this is not a time for modesty, so. Ha ha."
A7,567.160585,593.696182,"Veteran: Well, ah, ah, mostly, I uh, say that a younger candidate brings things that I don't bring, the fact that they've got, uh, almost a blank slate that they can bring in whatever other skills. Uh, the experiences that I've had make me very adaptable, um, I, I think that that's not valued enough in some places, but, but some of those places, somebody is willing to adapt and change and move with the company is probably my greatest strength."
Q8,597.068252,597.742666,"Interviewer: Okay, perfect."
Q8,599.947481,607.145554,"Interviewer: And then do you have any qu-, do you have any fears, or any concerns, you know, moving to a, a new position, a new opportunity? "
A8,608.442503,632.474987,"Veteran: Um, uh, you know, once in my life I, I, accpeted a job that I did not ask enough quesitons about. In this case, I can't ask too many questions, becuase it's you know, uh. And, and almost immediately regretted it. Um, uh, and my, my concern in life is that I would make that mistake twice, so I have a tendancy to ask a lot of the questions of the company going in, uh, so that I don't make that mistake twice."
BCI,633.330974,643.615787,"Interviewer: Okay, great, well I think that they asking quesitons and having an attention to detail goes back to one of your strengths, which is your attention to detail - an eye for detail. That's great. Good."
BCI,644.238324,653.706058,"Interviewer: I don't have anymore questions, you know, it's pretty clear cut in terms of what you've done and what you're looking for and what, you know, you're strenghts and weaknesses, so I appreciate your time."
IRR,654.095144,658.621499,"Veteran: Okay, do you have any other recommendations or think that I, uh, could uh, put a little more emphasis on preparation?"
IRR,658.659401,696.103354,"Interviewer: No, I uh, mean, looking at your resume, I think it's great. Um, you know, its, there's the only thing I would say is, on, on the, you talked, you could talk to a hundred different recuiters, they'll give you their own opinion, right? But, I would say under education and training, I would try to bullet that out a little bit, because it's kind of all jumbled together, so it makes it a little bit difficult to, to read and, and kind of decipher through. So, that would be maybe with courses or certifications, breaking that up into one seciton, education to another. So, that's very very clear, if that make sense, right? "
IRR,696.233049,697.25764,"Veteran: Yeah, yeah, that does"
IRR,697.633755,726.101807,"Interviewer: Yeah, and anything that you're, anytime that you're applying to a job if there is a, if you know who you're interviewing with, go out and do some LinkedIn stalking, or try to figure out, you know, who you're interviewing with becuase, if he or she, or a panel has a military background, I would suggest putting your military background or any of that stuff near the top of the first page of your resume."
IRR,726.698404,727.297085,"Veteran: Okay, got it."
IRR,727.346879,744.20723,"Interviewer: Okay? It ebs and flows, right? But you're, you're trying to do everything you can to, to market yourself, just a little bit better, but other than that, I think, it's, it's detailed, um. Yeah, yeah. I, I, think it looks, I think it looks great."
IRR,745.400424,751.690631,"Veteran: Okay good, so just, my plans this weekend was to actually work on uh, making it look more aesthetically pleasing, so I'll work on that as well."
IRR,752.027838,766.709312,"Interviewer: And there's some stuff, that, uh, with all the cadidates, I am, I live an breathe in this world, so, if, if there's a space that's off by once space, or any of that stuff, I have an eye to catch that because it, this is a reflection of you, right?"
IRR,766.709312,766.981672,"Veteran: Yes."
IRR,767.228092,777.119142,"Interviewer: So, I will, uh, I'm going to make some, some changes to some of these, uh, resumes including yours. Doesn't mean it's right, but I'm going to do that and send it to you. Okay?"
IRR,777.147253,778.213259,"Veteran: Yeah good, I appreciate that."
IRR,778.329984,779.575056,"Interviewer: Yeah, absolutely, you can never know."
IRR,779.964141,781.585329,"Veteran: Yeah, it's absolutely true."
IRR,782.130048,785.320545,"Interviewer: Perfect, well <NAME>, it was a pleasure and I apprec- yeah, I appreicate your service too."
IRR,785.813386,786.850946,"Veteran: Oh, thank you, thank you."
IRR,787.278939,788.018201,"Veteran: You a vet?"
IRR,788.692615,795.864748,"Interviewer: I, I am not, I come from, uh, a family of vets and then my, I spent six years in law enforcement, so para-military."
IRR,796.201955,799.846385,"Veteran: That's close. Yeah, and, and daily, no, no rest."
IRR,800.287348,801.545389,"Veteran: Alright, so thank you so much."
IRR,801.796751,802.847107,"Interviewer: Yeah, it was nice meeting you. Yeah, thank you."
